"","OTU_1994","OTU_2045","OTU_9514","OTU_9822","OTU_13860","OTU_16054","OTU_24546","OTU_70219","OTU_71685","OTU_86458","OTU_86468","OTU_90431","OTU_97263","OTU_97627","OTU_104780","OTU_109014","OTU_109541","OTU_109546","OTU_110317","OTU_119271","OTU_127309","OTU_138006","OTU_145149","OTU_158660","OTU_162129","OTU_164968","OTU_165261","OTU_165734","OTU_165924","OTU_167401","OTU_168711","OTU_169182","OTU_169809","OTU_170124","OTU_170206","OTU_173934","OTU_174019","OTU_174194","OTU_174501","OTU_174620","OTU_174738","OTU_175261","OTU_175596","OTU_175617","OTU_175981","OTU_176386","OTU_176808","OTU_177111","OTU_177339","OTU_177477","OTU_178122","OTU_178148","OTU_178513","OTU_178809","OTU_179408","OTU_179460","OTU_179885","OTU_179903","OTU_179905","OTU_180070","OTU_180450","OTU_180468","OTU_181003","OTU_181139","OTU_181170","OTU_181330","OTU_181882","OTU_181961","OTU_182205","OTU_183187","OTU_183487","OTU_186640","OTU_186955","OTU_187360","OTU_187524","OTU_187743","OTU_188196","OTU_188818","OTU_188900","OTU_190310","OTU_190454","OTU_190464","OTU_193572","OTU_194041","OTU_194565","OTU_194654","OTU_194672","OTU_196080","OTU_196167","OTU_196757","OTU_196812","OTU_198909","OTU_199065","OTU_203708","OTU_203852","OTU_204044","OTU_209196","OTU_212503","OTU_213747","OTU_214503","OTU_216862","OTU_217075","OTU_219733","OTU_223351","OTU_232142","OTU_234488","OTU_249271","OTU_259569","OTU_266274","OTU_268332","OTU_296695","OTU_296918","OTU_302160","OTU_313672","OTU_316732","OTU_318833","OTU_322235","OTU_326792","OTU_337270","OTU_348374","OTU_349216","OTU_353577","OTU_355533","OTU_356051","OTU_379056","OTU_388731","OTU_469858","OTU_469890","OTU_469991","OTU_470139","OTU_470172","OTU_516022","OTU_539014","OTU_561219","OTU_561987","OTU_567197","OTU_577170","OTU_592015","OTU_593352"
"OTU_167401",18261.334642161,48459.1427736007,-14747.2686159844,-10281.7337231969,203140.529016987,11848.7025341131,-2000.98148148148,3302.11637426901,-28285.9359231412,3905.02467279309,247506.695850738,-1374.98991924255,3148.19061542746,-2771.65583402952,16587.9972988026,11043.7827624617,25708.0580339738,446.734837092732,7577.10336953495,7598.37446393762,73697.6935950989,98570.2247563353,-8015.10565302144,15160.0885825675,35939.1441659705,19420.6018657755,34563.767390699,32869.0425508215,231675.478752437,18386.8348927875,1042.06844890003,-62911.4013923698,5658.21439710387,784.461375661376,-43813.6857699805,5924.96460595934,21478.2823447508,8359.41679197995,5870.16338067391,27271.1138680033,26180.6293511557,-411.329573934837,689.754970760234,63226.4106655528,-20408.8258980785,8676.77120579226,3767.40247841827,-2420.17056530214,16582.7911723754,33057.6742411584,4413.32147034252,24108.0601503759,-1590.04349763297,3202.40181008076,5608.63940406572,5723.8260930103,1185.34497354497,3585.74681147313,3465.83469785575,-2789.86602617655,1541.8566972988,19879.6909495962,-3000.56335282651,12647.0118629908,-2815.78220551378,2034.63191311612,67415.8302701197,4229.30453912559,592.953550543024,20647.9328042328,4350.00779727096,7877.4365357839,801.833611807296,3637.08237259816,5021.15176830966,2933.55171261487,3430.08532442217,11.5905318852687,3728.44202172097,8274.99590643275,15361.6431077694,-4816.15023670287,5558.53258145363,-2946.09264828739,8885.30050125313,2759.80994152047,9159.99604566973,14458.7546087441,2864.84714564188,169771.804372041,896.938011695906,3159.67212475634,12815.1453912559,4975.05875800613,-1076.30835421888,5799.21651350599,7150.25246449457,2581.82425508215,5288.55923141186,2193.10395433027,4414.71539961014,17987.499860763,13350.009273183,-3658.29713171818,10264.9062378168,-269.601364522417,4334.4126984127,196859.807658034,9281.26783625731,88507.8675856307,4788.3798663325,10984.8010025063,6414.28590921749,8248.40178223336,13586.2761626288,1219153.19440267,109055.596296296,114345.610303537,3652.74984683932,9749.24035087719,276998.007435255,-733.574603174603,10913.2999443052,7521.7253968254,23755.771679198,55662.2082706767,703.740712893344,178720.20331384,-7489.37181843498,-11616.173294347,42567.5668059036,18460.3953216374,13756.9876357561,3790.87485380117,4695.27039821777,11023.9252575884,12518.8814814815,7271.43709273183,7467.83684210526
"OTU_168711",92888.4590921749,12118.7016429964,1678.20835421888,1468.94558618769,63023.1989974937,-12957.674352548,5227.14285714286,992.833528265107,127578.474742412,1720.38813700919,-30057.9291562239,4551.66488443331,13475.0651629073,-3215.0096908939,-4360.72976886661,-4352.12219437483,-1321.86126427179,-1733.6888331941,-1223.97226399332,6055.71473127263,1707.00462266778,-11215.4225006962,-4185.79482038429,4119.96986911724,-10959.0964633807,-20662.4643831802,17914.0912280702,6642.91378446115,-85163.3142300195,1042.06844890003,17505.7906989696,-21787.6188248399,-2373.24945697577,-2206.55238095238,-46605.5382344751,-2896.1940406572,-7566.57694235589,1274.42901698691,-2332.63837371206,-4812.67273739905,-20828.8181565024,13319.2990810359,-2251.46733500418,1933.94809245336,95635.6119743804,-2038.62066276803,-3341.25385686438,10063.7521581732,28728.8401002506,-10468.2699526594,-2038.64711779449,246.859370648844,11794.2886104149,-3317.73595098858,26475.5638540796,-1704.79587858535,-7137.10793650794,-5365.66683375104,-3046.77410192147,39965.9325536062,-2231.08153717627,5256.98345864662,17673.4037872459,-4352.63859649123,877.605068226121,-1927.75143414091,-24637.5182400446,15184.6671679198,-1106.5954887218,4484.83809523809,19800.7919799499,-3795.1933166249,-2063.17655249234,-934.439042049568,2079.99053188527,-2059.51278195489,-1214.12108047898,16087.5593984962,3317.63865218602,-2116.43959899749,-11687.9250348092,25957.2923976608,-1641.8418267892,5019.92102478418,-3298.69345586188,1204.27485380117,3284.6678919521,4051.11456418825,-1312.34536340852,46672.1604010025,4266.75137844612,-900.323920913395,-7526.95689223058,-9447.87691450849,7860.73255360624,-2826.94681147313,-2099.95772765246,262.571484266221,-3504.65006961849,-1635.68270676692,-456.409913673072,-6219.37204121415,5505.75783904205,-5588.11055416319,-17730.6320245057,650.28627123364,7831.51322751323,-71875.9737120579,-3154.31400724032,-12800.7582846004,-833.296630465052,-2726.04087997772,-2516.24739626845,-968.447396268449,-7967.43313840156,-181321.411083264,9343.56931216931,327579.299303815,7386.1664160401,17097.4577554999,26976.0087997772,4202.52486772487,-3831.36680590365,-1065.90052910053,-1652.30387078808,-9490.688053467,10904.0610414926,-62454.2565302144,33517.5709830131,9676.57020328599,-36553.7665831245,46596.6348649401,-4682.7335561125,-1442.78006126427,-2058.60178223336,1714.32213868003,8123.07301587302,-3180.27128933445,-4584.83937621832
"OTU_169182",549072.186076302,-221650.153383459,495044.524756335,311159.9582846,-563253.714230019,-217276.750543024,161866.322751323,-48328.4109161793,1546135.64511278,-15295.2139793929,11209993.5131718,82150.6564188248,-40722.2787524367,-30845.883764968,-75641.8800334169,-69735.8428292955,-97437.5977722083,-39243.8496797549,-40037.8907825118,42074.7433027012,-187835.823948761,-440594.887050961,677155.036925647,-97358.9391255918,-265310.316569201,-229012.339515455,-76018.2188248399,-96703.5751044277,-1942709.95232526,-62911.4013923698,-21787.6188248399,11003336.5462545,-75724.5785575049,-36155.5650793651,-421142.914954052,-57320.6871623503,-116580.916624896,-24476.9604010025,-33745.3769980507,-91771.8007797271,-262502.892230576,-53467.8649401281,-32148.6990810359,-286044.97571707,423196.217265386,-69754.1508214982,-55961.2612642718,36173.4241158452,-191923.285825675,-164638.405402395,-50722.6640490114,-108554.29935951,205761.297076023,-75190.7475912002,46200.697187413,-36597.8964076859,-95980.5492063492,-85697.2139236981,-39524.8069061543,-173408.304483431,-31880.913283208,-81718.8027847396,115401.446115288,-98904.9867446394,743339.987078808,-46109.1143971039,-443619.460038986,-35022.2047897522,-42745.8261765525,-63544.1333333333,-42485.5625174046,-64684.0282372598,-30884.1183514341,-32517.0919521025,-58403.6443887496,-34718.7223057644,-31401.21208577,76152.6609857978,22393.6735728209,-76079.3835143414,-195514.042495127,40815.7897521582,-42459.1804511278,97535.6543581175,-79642.1791701476,-18193.418267892,-83837.5194096352,-64945.7394040657,-32825.735839599,2461228.70008354,105242.501642996,-33004.3387357282,-260952.029908104,-125058.014480646,137906.21615149,-57126.9468114731,-39381.676246171,-6184.08565859092,-52069.3410749095,-27238.8435533278,-30248.4681147313,-90807.5889724311,-61232.8104149262,-43947.1740462267,-257496.708214982,140475.069340017,978.687830687831,-1061051.59487608,-77385.4748538012,-621618.694792537,-33756.5389585074,-61209.3646895015,-44122.6685602896,-87320.4230576441,-112525.849011417,-9298413.6481203,-489134.91957672,2255428.32681704,-3695.63040935673,512553.247173489,-1262969.08961292,3421.09206349206,-70280.7678641047,-37468.6,-72618.0170983013,-253658.726148705,-47377.3580061264,-911646.488276246,734314.415427458,455307.365970482,-634481.471345029,24061.5830130883,-94886.415037594,-28874.7842940685,-40718.6123642439,-25135.0947925369,1653506.95026455,-51917.9686438318,-95438.669005848
"OTU_169809",-41483.2808966862,19221.6558897243,-15160.519186856,-10855.5709273183,86377.8093288777,105639.552826511,-5744.01322751323,17830.5202172097,-120187.739376218,1832.70659983292,251374.912893344,-7187.22868281816,4733.09732664996,-5007.01528822055,16484.879058758,32189.1456697299,19124.7138958507,11550.1908103592,13883.2129768867,21829.9143135617,39947.2462545252,78697.1628794208,-8965.54987468672,20067.7975215817,144811.967780563,72653.3020607073,-9063.06480089112,17358.1398496241,904650.044778613,5658.21439710387,-2373.24945697577,-75724.5785575049,44555.0381787803,13732.5439153439,85906.8478418268,25715.1378724589,30529.316652743,815.289974937343,8294.47822333612,4075.69955444166,71156.2392091339,-1254.8589529379,11204.3012809802,45374.0181843498,-71511.0646616541,47323.8400445558,24894.0572820941,-8851.56906154275,-1051.66892230576,48650.7390142022,23566.1839598998,19763.791144528,-24708.4524644946,31804.6112781955,-455.125341130604,17222.3913951546,31748.0677248677,39576.640267335,11159.7183514341,7966.60008354219,10666.4610414926,16536.0531328321,-15123.8100807574,49502.9377332219,1709.30183792815,23922.7707602339,173912.766221108,-8895.83085491507,18436.8281258702,12770.337037037,-8096.15288220551,29590.3766081871,11804.2660818713,17181.9699805068,22824.4564188248,13690.8428849903,14622.6682261209,278.760623781676,9877.65572263993,41669.0909774436,79004.2624895572,-19767.1424394319,24708.6448064606,-8133.03099415205,41768.1932330827,14469.2602339181,36612.468727374,6685.93712057923,15330.9061264272,112446.975633528,-4249.77426900585,9222.97393483709,140382.723725982,54935.3311055416,4606.32812587023,27788.2741576163,18816.1234753551,10584.4770537455,15829.9821219716,8082.19846839321,11845.5775549986,36482.8524087998,18333.0269284322,-16.4199387357282,90016.7353661933,-3348.00988582568,-5013.2380952381,351613.590002785,16156.9477025898,111963.310080757,21502.9921748816,23192.070064049,18271.591283765,25622.8246170983,29843.6249791145,2168483.92979671,99934.0386243386,249916.898468393,10111.3863269284,-11357.4497632971,232864.170788081,-2113.53650793651,28305.0578947368,8694.85661375661,37338.668309663,144872.523001949,7143.05460874408,197070.931189084,-56934.2238373712,-17354.0163464216,272010.451294904,68222.2610414926,36625.2674463938,10445.877304372,11674.9607351713,-18.2079086605402,-18255.9291005291,25425.0675020886,42751.5505151768
"OTU_170124",-34609.1883597884,1697.31957671958,-6787.66772486773,-4916.36825396825,17132.2825396825,42219.2571428571,-3042.91005291005,6296.08888888889,-63742.1523809524,-2.95661375661376,89971.3470899471,-3587.76507936508,-1930.57142857143,-2032.10158730159,7009.37883597884,11121.6391534392,12921.6497354497,7638.52698412698,6339.0126984127,4788.7746031746,13055.182010582,43643.5037037037,-4136.51216931217,4874.72592592593,49778.3619047619,30385.8656084656,-5755.61164021164,6299.6380952381,300508.33015873,784.461375661376,-2206.55238095238,-36155.5650793651,13732.5439153439,9239.80740740741,62875.0783068783,10743.1576719577,17825.6867724868,-847.310052910053,4459.08677248677,17535.1470899471,21417.0740740741,-1794.04761904762,5615.78412698413,14085.6793650794,-38954.273015873,15028.3375661376,11105.728042328,-4711.10582010582,5521.0962962963,18438.5259259259,6339.48571428571,6587.52380952381,-12218.6317460317,14411.4328042328,-5152.4380952381,6934.93650793651,17236.4634920635,13780.7121693122,3587.38518518519,-431.617989417989,5066.39047619048,6813.61058201058,-8119.65079365079,15906.6677248677,-133.131216931217,8983.68465608466,62206.7777777778,-4487.97248677249,8162.45714285714,2591.10264550265,-5400.14814814815,12304.4402116402,5357.94708994709,5748.50582010582,8660.50264550265,6773.60529100529,4747.89841269841,-3596.87724867725,2067.1037037037,12008.2412698413,31160.073015873,-11007.9153439153,7416.69312169312,-4008.84867724868,11844.8740740741,4187.42857142857,10004.6804232804,930.442328042328,5787.89523809524,15599.5185185185,-2510.68888888889,4388.34497354497,53064.4507936508,29627.0052910053,-150.870899470899,10206.3174603175,6304.5037037037,3965.79788359788,5007.82751322751,4020.13544973545,4795.73015873016,10186.7777777778,5964.46349206349,1856.84656084656,47018.0243386243,-1874.12169312169,-2893.67195767196,123465.066666667,11610.6751322751,35277.4338624339,6299.78412698413,8853.04126984127,6272.08148148148,13587.4317460317,14074.0814814815,649625.128042328,32690.0243386243,210.683597883598,1706.02857142857,-8192.65502645503,71600.3513227513,-1258.09417989418,8963.75238095238,2584.68677248677,11723.7735449735,37970.3216931217,-2215.78941798942,97288.5142857143,-28117.271957672,-8348.13015873016,112994.464550265,15986.3608465608,19185.7153439153,5638.37142857143,2192.54497354497,-693.364021164021,-14172.8264550265,8277.14391534392,16691.3925925926
"OTU_170206",-663890.518017265,-96662.1610136452,-57905.3880256196,-41819.6335839599,-344666.467891952,350092.825174046,-36676.1693121693,36319.3872458925,-802117.872904483,-17577.0839877471,-91615.8231133389,-42410.9290448343,-61229.5235310498,49661.8269562796,11853.0231690337,98066.1380116959,-82403.7982177666,128929.498245614,9463.78663324979,-67421.491283765,-190115.011751601,-41027.9906989696,-48270.8843219159,-61551.2630465052,198461.296797549,697353.666165414,-117453.425006962,-93051.5953216374,188992.722584238,-43813.6857699805,-46605.5382344751,-421142.914954052,85906.8478418268,62875.0783068783,6523897.64010025,33638.0678362573,16766.3858535227,-28967.85636313,4456.12358674464,-136661.839988861,319094.618490671,-31906.0665552771,46706.7945976051,-45546.1543302701,-551332.061319967,-11473.1073238652,82109.9287663603,-61489.5104427736,362333.840545809,-54224.3361737678,-47813.9538847118,-18704.9908103592,-145769.640434419,109167.989863548,-181875.203731551,14704.5252018936,136558.998941799,122408.612141465,58424.3159565581,-22318.6114174325,29332.5345586188,-12000.7419103314,-102748.248398775,57003.9009746589,-31657.5125591757,48913.7537733222,268160.364243943,-53226.8840434419,59165.270064049,-12890.2529100529,-64107.8098022835,74456.38524088,40625.6090225564,13426.9499303815,29650.3352826511,20523.7044834308,8489.81720969089,-87306.5025341131,-34971.5212475634,-62225.3129490393,186155.356056809,-151571.898357004,25051.2450570872,-48856.8339738234,27749.1396268449,-11939.9092174882,15356.9571707045,-34627.7055973266,10503.9207463102,-629225.031467558,-35347.8319131161,15212.9781119465,263440.220941242,457724.366193261,-43982.9468671679,43547.0573656363,24437.5461988304,11658.7818434976,-32197.3915900863,46108.8449456976,12106.2879420774,36278.3965469229,-8500.12748538012,106667.860763019,298199.364856586,-27052.9223057644,-45114.3174603175,534666.405792258,118685.939905319,494353.005012531,6447.47825118351,-5913.49217488165,38325.4532999165,41009.8480089112,145104.973489279,6183156.0438318,-272489.879365079,-2215100.29367864,-31409.7616819827,-194212.266388193,-643204.669785575,3426.45291005291,35307.3395711501,49913.0391534392,-108427.605847953,-375058.651183514,-71953.0095795043,-1357492.11824004,-338542.826176553,-99070.528599276,760608.298691172,-175562.887663603,34399.5456418825,6644.90737956001,-58598.6232247285,-15762.3357282094,-256874.780952381,38205.444555834,86696.6197159566
"OTU_173934",-30840.9269562796,18189.7160401003,-12198.8246727931,-8862.94631022,64280.4832358674,66362.1991645781,-4695.90211640212,11948.4027011974,-95744.3667780563,1021.66176552492,222639.61464773,-5339.01063770537,109.219298245614,-3895.76187691451,11979.9826510721,31461.4826232247,12970.532609301,7456.19805068226,12306.1996101365,18665.4801726539,44814.471539961,57479.6504873294,-6691.95059871902,10220.1926761348,143073.940768588,34872.6042049568,-7418.86123642439,13001.8260094681,895108.882706767,5924.96460595934,-2896.1940406572,-57320.6871623503,25715.1378724589,10743.1576719577,33638.0678362573,39633.2141743247,26576.2400724032,1573.00398217767,7326.81768309663,-6208.67694235589,61632.9000278474,-1518.87788916736,12151.161487051,38762.1167641326,-59344.8201615149,35355.1009746589,22025.7437204121,-7684.55040378725,-13814.0431913116,42961.0843219159,18622.1856307435,16256.0172653857,-19115.9754385965,26904.0963798385,-3154.00949596213,15548.0647451963,27791.1100529101,27744.6132553606,11071.413143971,252.170676691729,10510.2580339738,14727.8128098023,-12174.9949874687,49871.5709830131,3048.32578668894,19148.5234753551,124928.781258702,-7033.24717348928,12544.1182957393,6021.61746031746,-8458.27485380117,20060.578780284,10393.5629351156,14183.2490114174,16450.701754386,15291.2870509607,14972.1235310498,-1765.75566694514,8878.22548036759,36644.6150654414,74394.1349484823,-16135.977304372,22682.5406571986,-6477.73692564745,35083.8217488165,10750.3457254247,28691.6068504595,6114.51300473406,11943.273433584,123464.637287664,-3658.77231968811,8504.64199387357,113118.878000557,57762.723753829,2448.93046505152,27054.3315232526,13233.4019493177,9139.74884433305,21433.0074631022,6525.66351991089,8691.01364522417,39175.8203842941,13848.9904483431,-2747.93483709273,87627.8208576998,-2185.5724032303,-4262.74074074074,282197.441297689,9771.33840155945,100758.452659426,17754.0439710387,18827.3905875801,13713.5514619883,23551.5890281259,22265.9889445837,1845445.99690894,81024.5465608466,164557.813255361,7023.411946533,-8634.82514619883,188351.727457533,-2617.71111111111,21256.8810637705,6683.17936507937,34459.4349484823,122773.874993038,-9441.28512949039,216308.60342523,-43925.7949874687,-13106.5830409357,237726.922472849,49502.7617376775,34587.2543581175,11314.6598162072,9284.40100250627,257.643664717349,-9781.74920634921,24045.5723753829,42080.3310776942
"OTU_174019",68736.747786132,59769.8121136174,-24224.9692007797,-17788.8524644946,293013.976134781,71122.8775271512,-10139.3253968254,39665.0802283486,-216536.880562517,6750.98117516012,1151484.17994987,-11497.0691172375,-11840.2053745475,-4227.09242550821,61928.6498746867,66427.1100250627,112313.751211362,16351.5110554163,46224.5362851573,29111.7090782512,171675.175800613,387513.884405458,-14031.5713171818,57625.5661097187,111943.700167084,127272.585547201,-11545.1753550543,68874.8819827346,868808.984071289,21478.2823447508,-7566.57694235589,-116580.916624896,30529.316652743,17825.6867724868,16766.3858535227,26576.2400724032,203026.765831245,10146.9313004734,51719.3214424951,206226.835171261,82067.9398496241,-14572.6932609301,11802.2625730994,137408.0048176,-161266.518852687,66725.383625731,24800.0046505152,-18478.6860206071,-18404.2988304094,144027.49005848,13217.1084934559,60309.1088833194,-39366.5140072403,22859.60737956,-5827.87443609023,25031.507518797,37223.5439153439,25671.8805903648,12551.2830966305,-35217.100278474,12867.3365636313,47305.08320802,-27820.1656920078,32004.0290726817,5002.4335561125,11794.1990531885,337546.288081314,-14467.9909774436,7450.33411306043,18018.426984127,-17410.1094402673,53988.4938457254,8989.94639376218,12645.8697298803,24164.7819548872,24299.6217766639,13639.0903926483,-16782.7562238931,12891.2232525759,24030.2697577277,96912.4128654971,-42718.9511278195,14064.447646895,-13333.8686438318,26931.9754664439,10775.373294347,19890.5564466722,20102.416652743,14494.3892787524,464761.667641326,-6708.77148426622,21623.2487886383,67307.1754107491,32370.6070732387,-7765.38810916179,29209.716652743,39421.3534948482,16836.0883040936,14106.7908103592,17869.6821776664,26365.5051517683,66863.9064327485,14997.2680868839,306.560289612921,127870.700278474,-3601.45293790031,-7710.60317460317,878257.010219994,53032.744695071,282321.411723754,14391.9437204121,50438.6980228349,28960.3802005013,66627.6558618769,113051.909857978,4341747.92589808,255704.303174603,103253.329267613,5623.59601782233,9633.95123920913,579685.626649958,-4677.17142857143,45573.4795043163,23510.4015873016,94439.6917014759,381148.908688388,-19533.4964912281,1142564.70256196,-90143.7064327485,-26938.416235032,342275.624784183,14329.9619604567,115465.245725425,17630.2075744918,11344.2367028683,1526.75087719298,34560.6423280423,38619.8152046784,30080.9785296575
"OTU_174194",89451.2795600111,25941.5741854637,-12741.707101086,-8149.31094402673,115904.632386522,-5768.57516012253,1312.86507936508,1993.74695071011,53839.9489557226,3102.45563909774,208844.994597605,2936.064160401,-254.221526037315,-1364.84954051796,6428.2372876636,5622.85666945141,10256.688053467,-1758.12263993317,3350.28721804511,8606.63739905319,51771.9843776107,39729.7946811473,-5139.26477304372,24957.0979392927,11607.3060150376,3845.23895850738,16210.3057365636,15563.5323308271,90208.8096351991,8359.41679197995,1274.42901698691,-24476.9604010025,815.289974937343,-847.310052910053,-28967.85636313,1573.00398217767,10146.9313004734,13880.6056530214,2545.06875522139,5176.71325536062,3214.50125313283,6291.2992202729,-120.797632971317,24982.9983013088,34338.2810916179,5244.52375382902,-381.329406850459,4430.2529935951,3983.14527986633,11006.5754385965,-603.77783347257,10409.9938735728,17720.2184906711,-231.905235310498,11589.0160679476,2285.75480367586,-1541.19365079365,-2173.07864104706,396.01581732108,13123.5471177945,1079.4432748538,7990.41559454191,6690.30492898914,7336.1693678641,326.072041214146,2583.4537454748,20602.4899749373,977.934335839599,2658.35293790031,4587.43439153439,9.72152603731551,2160.19220272904,775.750069618491,99.3240323029797,1037.1186299081,1191.55009746589,1445.58111946533,5079.56535783904,4476.39741019215,4246.32556390977,287.020829852409,11165.1112503481,1736.96449456976,4151.34839877471,2223.98822055138,2776.71108326371,6791.52202729045,9403.99209133946,-422.252102478418,219430.498050682,2235.41069340017,1031.26432748538,9466.66240601504,-880.060707323865,2935.14394319131,1364.94500139237,3480.97554998608,1381.29164578112,78.1432470064049,664.040406571985,1146.86800334169,8147.16597048176,2573.08022834865,-2125.48036758563,812.263464216096,2673.12545252019,4241.37037037037,72993.3578668894,470.547646895015,50340.306182122,659.062294625453,3309.7044834308,1867.86658312448,1978.92108047898,4880.10356446672,628488.320161515,40300.2904761905,296200.426120858,5465.83177387914,17890.7456697299,89668.7070175439,3165.0835978836,2973.49337231969,6006.09365079365,9587.90495683654,39297.941882484,11813.8686438318,65811.7985797828,35304.3070453913,-4846.19133945976,-5158.02734614314,12162.4199944305,5022.69902534113,453.262099693679,-848.66388192704,4512.19136730716,35483.5142857143,2772.24789752158,-941.298329156224
"OTU_174501",10589.5285157338,16117.2795600111,-7412.6522417154,-5417.03330548594,73008.8033695349,19586.278919521,-2847.7380952381,10193.9062378168,-60816.411946533,1822.99392926761,293691.569646338,-3259.24856585909,-3238.85394040657,-762.325452520189,16694.1537454748,16643.3760233918,27811.5802840434,4053.55098858257,11103.2198273461,7666.12695627959,41927.2024227235,100170.3577555,-4101.79192425508,13908.2045948204,30753.4015316068,34506.3233361181,-3882.40186577555,17117.9511556669,232119.641993874,5870.16338067391,-2332.63837371206,-33745.3769980507,8294.47822333612,4459.08677248677,4456.12358674464,7326.81768309663,51719.3214424951,2545.06875522139,14233.8487607909,60666.7216095795,21865.2793093846,-3885.46908939014,3505.71141743247,39199.8379003063,-44909.7776663882,18258.7186856029,6992.47287663603,-5088.7589807853,-5465.32896129212,35368.7308270677,3815.11021999443,17013.9866332498,-11084.5888053467,6177.78343079922,-2071.69793929268,6745.25410749095,9866.11322751323,7318.01158451685,3579.37477025898,-9722.20643274854,3765.49980506823,11963.7341687552,-7736.88833194096,9443.17549429128,909.47276524645,3722.39749373434,84603.0962127541,-4041.352213868,1951.27663603453,4364.41851851852,-4847.14341409078,14734.0540796436,2688.11487050961,3069.17393483709,6205.54358117516,6468.33065998329,3966.25558340295,-4654.90665552771,3423.94321915901,7142.08997493734,28138.9523252576,-11733.7517404623,4300.72556390977,-3733.73514341409,8505.85650236703,3230.78738512949,6268.06672236146,5217.59832915622,3926.20710108605,103144.36299081,-1988.53472570315,5849.9858535227,19643.9873851295,8380.4149262044,-2249.32918407129,8050.53536619326,9605.74636591479,4456.96527429685,3956.53004734057,4730.15179615706,6842.91979949875,17109.0788081314,4295.49264828739,33.4146477304372,34334.868866611,-1075.68323586745,-2312.91534391534,227508.342272348,13596.2385407964,83194.4412419939,3800.5813700919,12760.0653856864,7848.65633528265,16110.3351712615,29921.8501531607,1169533.36861598,64618.2851851852,20452.5269284322,1784.52266778056,1336.47304372041,146274.166778056,-1275.33968253968,12920.1294068505,6988.40582010582,25196.550737956,78532.1045112782,-5464.74455583403,327576.906906154,-25457.2460038986,-7492.95825675299,91133.4301865775,3250.31250348092,29203.1526594263,4599.26766917293,3339.82233361181,317.723252575884,8570.37142857143,10155.3737677527,8243.50980228349
"OTU_174620",-36649.0004734057,48684.8939849624,-20458.3075466444,-15154.2270119744,373537.042133111,56814.2512392091,-8030.82804232804,17799.0440267335,-165823.734085213,6711.90236702868,1384047.83881927,-9227.71016429964,-12878.3418267892,-7113.52322472849,87031.9742968532,37365.928738513,204321.708604845,11977.6458368143,39321.7844054581,19475.9248955723,181861.362656642,577546.469757728,-11245.4440545809,30263.3213311055,81281.3751879699,48948.1803675856,4635.31086048454,138890.303870788,315208.494514063,27271.1138680033,-4812.67273739905,-91771.8007797271,4075.69955444166,17535.1470899471,-136661.839988861,-6208.67694235589,206226.835171261,5176.71325536062,60666.7216095795,974927.239236981,-1134.36925647452,-13672.4780005569,-2078.59289891395,202892.584321916,-123720.45090504,22755.4220551378,17036.036118073,-15022.6060985798,-63161.9758006126,241292.500918964,13810.5014202172,94014.4049011417,-30289.8492898914,18731.7594263436,31184.3614313562,32861.6824004456,-4684.091005291,-6379.35444165971,-3051.88482316903,-35923.3046783626,1862.51924255082,66214.8044555834,-21152.3233082707,17523.5144527987,-2183.40715678084,-552.927652464495,394405.020189362,-11268.3599554442,9184.8492898914,30711.5804232804,-13565.7084377611,60474.9586187691,-2037.77095516569,13306.737176274,21648.64160401,7904.66828181565,3407.51478696742,-13174.9377889167,9164.84090782512,19646.6306599833,56931.5958228906,-34374.2852965748,2145.27972709552,-10366.8775549986,-265.505179615706,1277.93748259538,4887.2888331941,12873.9212475634,17111.392898914,141059.938596491,-4390.8642160958,22911.8310776942,23914.7978000557,-16182.7747145642,-4734.76182121972,11916.4170147591,19803.4303536619,7300.8156780841,-4125.46232247285,12093.1878863826,35979.3130047341,8425.57727652465,21762.2914786967,-14200.6686159844,15516.2909217488,-2210.76649958229,-3609.71428571429,880149.288415483,94127.7678084099,332536.62225007,14277.5001113896,66963.7473127263,25490.5754107491,59659.0150932888,127720.281063771,3982886.77635756,335997.668253968,-161527.953383459,-4314.30679476469,25054.1639933166,718914.906237817,-6747.26666666667,57039.6716513506,26322.2428571429,220347.827039822,-18043.6145641882,-15132.7813700919,1971322.60314676,-69222.6841548315,-20990.5613199666,190123.541241994,35148.2874965191,97396.7912559176,26533.0254525202,18053.8866610972,469.104260651629,37628.6105820106,27990.7024227235,6377.12723475355
