"","OTU_1994","OTU_2045","OTU_9514","OTU_9822","OTU_13860","OTU_16054","OTU_24546","OTU_70219","OTU_71685","OTU_86458","OTU_86468","OTU_90431","OTU_97263","OTU_97627","OTU_104780","OTU_109014","OTU_109541","OTU_109546","OTU_110317","OTU_119271","OTU_127309","OTU_138006","OTU_145149","OTU_158660","OTU_162129","OTU_164968","OTU_165261","OTU_165734","OTU_165924","OTU_167401","OTU_168711","OTU_169182","OTU_169809","OTU_170124","OTU_170206","OTU_173934","OTU_174019","OTU_174194","OTU_174501","OTU_174620","OTU_174738","OTU_175261","OTU_175596","OTU_175617","OTU_175981","OTU_176386","OTU_176808","OTU_177111","OTU_177339","OTU_177477","OTU_178122","OTU_178148","OTU_178513","OTU_178809","OTU_179408","OTU_179460","OTU_179885","OTU_179903","OTU_179905","OTU_180070","OTU_180450","OTU_180468","OTU_181003","OTU_181139","OTU_181170","OTU_181330","OTU_181882","OTU_181961","OTU_182205","OTU_183187","OTU_183487","OTU_186640","OTU_186955","OTU_187360","OTU_187524","OTU_187743","OTU_188196","OTU_188818","OTU_188900","OTU_190310","OTU_190454","OTU_190464","OTU_193572","OTU_194041","OTU_194565","OTU_194654","OTU_194672","OTU_196080","OTU_196167","OTU_196757","OTU_196812","OTU_198909","OTU_199065","OTU_203708","OTU_203852","OTU_204044","OTU_209196","OTU_212503","OTU_213747","OTU_214503","OTU_216862","OTU_217075","OTU_219733","OTU_223351","OTU_232142","OTU_234488","OTU_249271","OTU_259569","OTU_266274","OTU_268332","OTU_296695","OTU_296918","OTU_302160","OTU_313672","OTU_316732","OTU_318833","OTU_322235","OTU_326792","OTU_337270","OTU_348374","OTU_349216","OTU_353577","OTU_355533","OTU_356051","OTU_379056","OTU_388731","OTU_469858","OTU_469890","OTU_469991","OTU_470139","OTU_470172","OTU_516022","OTU_539014","OTU_561219","OTU_561987","OTU_567197","OTU_577170","OTU_592015","OTU_593352"
"OTU_181170",162338.814452799,-1315.78259537733,48562.1800055695,39050.9813979393,17205.6724310777,-7031.81876914508,3534.29365079365,2461.76911723754,113471.986104149,1381.7261487051,1272519.07624617,5304.3679197995,-2390.80325814536,-4282.5940128098,3408.62553606238,7571.13224728488,8153.17554998608,-1866.68788638262,3591.90983013088,15568.4900306321,9041.63400167084,25301.3807017544,59259.8297410192,9141.37457532721,15234.1954051796,2684.52417153996,-4593.63778891674,3657.34441659705,90328.0401559454,-2815.78220551378,877.605068226121,743339.987078808,1709.30183792815,-133.131216931217,-31657.5125591757,3048.32578668894,5002.4335561125,326.072041214146,909.47276524645,-2183.40715678084,-1000.53634085213,3116.76176552492,-1783.08769145085,-183.526399331662,33793.1509885826,13598.601615149,1085.21840712893,-227.1410470621,-9923.67554998608,565.445614035088,-256.604734057366,576.103592314119,9874.37170704539,-361.407435254804,8607.20387078808,6025.22709551657,-3563.02010582011,3760.73455861877,-301.652353104985,22123.5547479811,-469.81052631579,2282.14458368143,8440.96658312448,2994.21319966583,113293.294931774,-862.131105541632,12245.0605680869,-6008.27774993038,3407.07273739905,-3635.68095238095,-6995.26287942077,3031.0007240323,-1224.95307713729,1791.42740183793,-247.054023948761,1148.39214703425,681.599387357282,11407.4331940964,7951.5216652743,1275.09727095517,-2243.32681704261,2816.05416318574,1994.99791144528,2120.7895572264,2050.5828738513,2699.66429963798,2264.73316624896,168.291785018101,-507.505959342801,426981.815789474,8789.94385964912,8372.43291562239,12658.1584795322,3281.62294625453,4628.29760512392,4744.39390142022,4681.65931495405,15157.168727374,-775.750988582568,4505.55730994152,731.24589250905,4839.71066555277,-1657.70334168755,-4719.47674742412,-3272.00659983292,16257.2507658034,-1316.31216931217,45473.7689501532,-518.612976886661,29133.4381787803,2586.84742411585,3135.46098579783,266.76432748538,27831.1024227235,9801.54795321637,552519.946003899,7016.52751322751,498271.396992481,5297.82141464773,64095.6168476747,5586.6880256196,1892.01798941799,969.356752993595,3952.00582010582,7928.38376496798,37763.1478418268,-9054.4425229741,77643.7226677806,66221.6078529658,-9697.50829852409,-9387.71278195489,27408.6593149541,17410.160011139,1271.43402951824,-3308.57282094124,-1355.54647730437,200909.892063492,7519.32208298524,-1557.53575605681
"OTU_181330",-46856.4501810081,5802.54230019493,-9014.5216374269,-6584.16168198273,14798.99732665,63591.0789752158,-3575.66137566138,8355.02027290448,-75200.3252018936,674.636090225564,70690.8333611807,-4515.21180729602,415.909217488165,-2989.36235032025,5895.76012252854,13554.2230019493,6572.359732665,6891.28727373991,6320.19671400724,12003.1415761626,8861.51779448622,25948.700139237,-5386.42322472849,14363.5171818435,99280.5762740184,30033.2332497911,-6527.63397382345,5884.11824004456,595354.875633528,2034.63191311612,-1927.75143414091,-46109.1143971039,23922.7707602339,8983.68465608466,48913.7537733222,19148.5234753551,11794.1990531885,2583.4537454748,3722.39749373434,-552.927652464495,27853.678919521,616.01448064606,10290.3125034809,21699.2153717627,-29363.8255639098,27371.165357839,15160.2073517126,-3177.7596769702,-2142.50788081314,22767.38524088,15543.5568922306,10787.5703146756,-15372.0903369535,24540.1171818435,442.270453912559,10272.98524088,23465.0497354497,22857.569924812,5756.10186577555,5302.81097187413,9396.165636313,7413.97282094124,-9182.91088833194,39370.0409913673,-862.131105541632,21666.8243943191,91453.2141464773,-5623.25474798106,17912.4289612921,5102.51111111111,-6576.37482595377,16277.7945419103,10962.6173767753,9687.91105541632,16917.4491785018,10568.220941242,11220.1906989696,1733.2515176831,5324.49390142022,33915.9219159009,57053.1297131718,-7442.15678084099,17485.8521303258,-4408.22929546087,28438.0816485659,9603.42606516291,25440.5983291562,3384.48610414926,10168.1192425508,11087.4753550543,-2998.90426065163,6038.43920913395,112596.118128655,33574.9172932331,3258.50832637148,17088.5421888053,8466.05240879978,5887.51372876636,10621.5514898357,3486.8820941242,6826.78167641325,15604.8103592314,10941.3866889446,-2458.13255360624,68823.1689223058,-2235.64578111947,-3570.62433862434,148604.400612643,9026.24800891117,59738.5034809245,12239.2245057087,11394.7061542746,11190.5406293512,14423.3279309385,9848.09117237538,941722.570091896,42221.4253968254,100066.699025341,6392.70409356725,-11055.3934280145,84180.8040657199,-1297.9746031746,17020.0003341688,5226.74708994709,22038.7360623782,63359.934502924,16676.5335004177,84748.0351434141,-35313.6230576441,-10557.4872180451,183757.063714843,52349.0629908104,14653.8371484266,6733.9529935951,7720.94374825954,-589.254191033138,-14429.2634920635,10634.3520467836,30730.7154553049
"OTU_181882",36373.4587858535,202298.279170148,-90916.1138958507,-65608.8788638262,1122523.97758285,428594.045948204,-37398.5687830688,88129.7932330827,-785774.848370927,21834.3383458647,3424806.44834308,-43423.3937621832,13231.7639933166,-28557.387774993,193117.345725425,202427.699108883,285419.383737121,59925.1125034809,144770.820384294,134919.193678641,484639.758423837,1031740.67293233,-53029.5107212476,166560.117098301,817028.368838764,464677.911584517,-34261.4362294625,248505.320802005,4778488.9273183,67415.8302701197,-24637.5182400446,-443619.460038986,173912.766221108,62206.7777777778,268160.364243943,124928.781258702,337546.288081314,20602.4899749373,84603.0962127541,394405.020189362,506730.249791145,-36018.970064049,41088.6208576998,474309.604427736,-521705.626566416,255339.107769424,112268.016012253,-63678.2621832359,-71133.5398217767,603303.388749652,111190.642160958,203870.500139237,-149233.20802005,149118.894876079,-1029.02798663325,110359.428432192,130934.915343915,163568.080478975,73351.5416318574,-79659.3554720134,49100.8716235032,165775.157894737,-98415.0587580061,263643.072124756,12245.0605680869,91453.2141464773,1655336.86675021,-55109.0932887775,72072.7582846004,112745.420634921,-66257.2481203007,196692.616819827,42273.6364522417,96183.918128655,92769.2606516291,80271.1592871067,69109.3751044277,-32506.1737677527,61306.3763575606,209140.298384851,380139.493177388,-143135.327624617,125962.893483709,-50761.2045391256,204279.280005569,62974.149122807,179276.141743247,64141.5572263993,79468.7600946811,1322455.31425787,-25742.4430520746,58157.4945697577,532682.069757728,251410.796714007,4092.27944862155,145430.417014759,160825.120300752,61659.3426622111,73555.2350320245,55303.3688387636,101560.477025898,243485.878863826,85445.6629072682,8271.77582846004,440151.334307992,-15412.0098858257,-28968.4814814815,3315455.68629908,172178.467279309,1075425.1513506,109757.417571707,205746.1208577,150675.685463659,166659.957950432,263698.613338903,18413942.9795322,886467.357142857,927706.429685324,41590.9566972988,-1771.97674742412,2037702.55597327,-20539.0211640212,230982.028265107,83758.8597883598,368908.088415483,1520836.83305486,-74280.61946533,2419637.446533,-343551.947646895,-102552.6946533,1318216.12113617,234355.691729323,274813.888610415,66560.8423837371,86475.8866610972,3910.16457811195,39339.8253968254,147813.51935394,217744.012949039
"OTU_181961",62708.1131161236,13517.1390142022,-7965.12882205514,-5842.4179337232,54588.6152046784,-27088.5088276246,5175.29100529101,-5991.92720690615,86493.4660540239,2749.45769980507,-181008.176051239,1137.9134502924,10753.7736006683,-2440.7768309663,-6704.28827624617,-8651.57493734336,-7936.51033138402,6890.52208298524,-4039.64711779449,936.738568643832,-3909.3433027012,-21440.5024784183,-4391.81241993874,2800.13829016987,-33389.5958785854,-28617.4940685046,24156.7391255918,4300.84622667781,-241337.612308549,4229.30453912559,15184.6671679198,-35022.2047897522,-8895.83085491507,-4487.97248677249,-53226.8840434419,-7033.24717348928,-14467.9909774436,977.934335839599,-4041.352213868,-11268.3599554442,-32657.6688944584,-1352.43553327764,-3975.34012809802,-2914.38980785297,110506.60128098,-8739.84728487886,-6953.18440545809,16143.9741019215,44397.9124477861,-20499.4187691451,-6260.38167641326,-2448.31244778613,10254.3218602061,-9360.05641882484,28763.264438875,-5228.0790866054,-11988.0571428571,-10997.0752436647,-4788.47691450849,-11176.4350877193,-3949.22684489,0.651406293511558,16309.9534948482,-12121.2162071846,-6008.27774993038,-5623.25474798106,-55109.0932887775,81188.3791701476,-5441.51762740184,20739.0624338624,75881.850737956,-8039.51723753829,-3814.01893622946,-4065.24789752158,-6068.59537733222,-4310.40957950432,-3868.86872737399,7572.41843497633,853.788025619605,-9464.01899192425,-24143.9831801727,29473.8086883876,-5267.52770815929,-1227.52108047898,-9879.03937621832,-1422.24533556113,-1878.07078808131,3603.91835143414,-4082.28526872737,-73544.7343358396,5043.84695071011,-4286.7753829017,-33002.8516847675,-15789.8473962684,3240.65697577277,-7089.35254803676,-4725.22261208577,-3335.90437204121,-6465.90498468393,-3462.45090504038,-134.879977722083,-11188.6783625731,23599.7916457811,-5520.73684210526,-32089.8315789474,-1241.68922305764,6866.82010582011,-131860.831857421,-3705.10810359231,-22332.4296853244,-4234.33038150933,-7635.64065719855,-5377.36140350877,-11476.5868003342,-14075.0055137845,-318489.417265386,-1051.9619047619,255285.661264272,9207.72046783626,10138.9079922027,6698.56953494848,1325.79576719577,-8468.56235032024,-1745.04973544974,-8946.43397382345,-31089.2449456976,60194.8241158452,-111945.467669173,33319.6635477583,-4919.93450292398,-79152.2761347814,87294.2906154275,-11747.0131996658,-3594.02656641604,-4704.2283486494,5319.99042049568,3764.54814814815,-6439.13182957393,-11846.6005012531
"OTU_182205",-53137.7152882205,-2326.2970203286,12789.9506544138,8831.85976051239,-4852.01130604288,55025.0533556112,-3465.78835978836,6747.47418546366,-65117.9631857421,122.014536340852,28485.577443609,-4420.51228070175,293.597326649958,-2634.63274853801,3518.89546087441,11836.4700083542,5915.88744082428,7718.73895850738,4462.86588693957,7408.18891673629,3932.00763018658,15167.140128098,-5021.48532442217,14973.938791423,83330.3799498747,24543.7840712893,-6503.23993316625,3560.93138401559,472955.750598719,592.953550543024,-1106.5954887218,-42745.8261765525,18436.8281258702,8162.45714285714,59165.270064049,12544.1182957393,7450.33411306043,2658.35293790031,1951.27663603453,9184.8492898914,23581.3926482874,564.551099972153,6925.5007518797,8857.05998329156,-20960.0784182679,20704.1458646617,13093.3117794486,-2070.85213032581,7628.04906711223,22404.8575327207,12526.0400445558,5768.44193817878,-14891.1635756057,26385.7610136452,-410.428515733779,10035.9654692286,18838.2243386243,18757.2889445837,4276.86544138123,6318.28632692843,7302.58696741855,4556.85419103314,-8161.68838763576,32630.1557226399,3407.07273739905,17912.4289612921,72072.7582846004,-5441.51762740184,23792.5074909496,4143.73333333333,-6573.30103035366,12533.7480367586,8686.28989139515,9715.01548315233,12530.6151489836,6732.4164299638,7831.1962684489,1756.41776663882,3231.42344750766,28800.7846282373,36362.367251462,-5908.97048175996,13674.7321080479,-3968.53311055416,20664.1440267335,6600.57504873294,19385.577722083,1354.02495126706,8039.50771372877,-33687.3497632971,-2930.56897800056,7542.18663324979,104740.981397939,29862.1141743247,2351.69267613478,13244.7477025898,5739.43141186299,8158.11885268727,6017.05831244779,3889.11434140908,5518.57226399332,12591.1275410749,8287.87930938457,-1166.54692286271,50563.6142021721,-2644.98078529657,-3583.92592592593,117241.505875801,9490.18897243108,31585.8153717627,11497.3503759398,10679.7885825675,7579.72832080201,21655.3727652464,7456.26995265943,619003.192759677,32148.4888888889,37821.7619604567,3153.0947925369,-13452.7899749373,57007.2866610972,-1519.32380952381,12513.3684767474,3455.54603174603,15349.5291562239,42843.6092453356,25396.2360902256,49395.3528822055,-34119.9137844612,-10232.9375104428,126635.926427179,54785.8811473127,9858.42723475355,5055.69317738791,6502.12475633528,-1232.19097744361,-20548.1841269841,8515.59236981342,24634.8399331662
"OTU_183187",14450.7306878307,55176.4185185185,-13358.326984127,-9609.81693121693,273411.767724868,32289.2137566138,-1261.33597883598,3022.72328042328,-38997.3582010582,4631.83492063492,239651.208465608,-2104.44126984127,9024.82275132275,-4560.76349206349,17415.3962962963,14653.844973545,26314.2232804233,9533.21904761905,9148.34708994709,9240.99523809524,66767.7306878307,107831.578306878,-7784.52486772487,15848.2026455026,63969.9,34432.4439153439,57389.3603174603,50456.6952380952,303260.241269841,20647.9328042328,4484.83809523809,-63544.1333333333,12770.337037037,2591.10264550265,-12890.2529100529,6021.61746031746,18018.426984127,4587.43439153439,4364.41851851852,30711.5804232804,39824.7513227513,-1911.58465608466,637.043915343915,65820.6301587302,-496.816931216931,16479.5354497354,6848.06296296296,-34.9867724867725,55031.8428571429,52260.2095238095,8174.16507936508,25052.6878306878,-3175.78624338624,8964.31587301587,14394.4883597884,7007.25132275132,2124.62645502646,7914.67407407407,5187.96402116402,-4923.8873015873,1185.59894179894,27687.0613756614,-3016.52380952381,19270.9037037037,-3635.68095238095,5102.51111111111,112745.420634921,20739.0624338624,4143.73333333333,45388.3126984127,16840.0687830688,12603.871957672,985.007936507937,7565.61587301587,6689,2900.11428571429,4266.37671957672,2235.55978835979,4052.06825396825,15210.9042328042,20834.9375661376,-2334.0873015873,9984.03968253968,-5012.59312169312,13937.6259259259,4979.98677248677,16107.3354497355,16445.346031746,6040.50952380952,129470.965608466,2650.27619047619,2671.40634920635,32971.3137566138,13728.1587301587,1859.14338624339,8067.11375661376,10805.0835978836,2977.15714285714,3685.44232804233,2495.78783068783,8356.41798941799,17448.2063492063,26783.264021164,-3700.46560846561,12085.7402116402,-1568.68518518519,7509.26984126984,248159.692592593,12023.0867724868,84201.8703703704,9246.0544973545,15774.3925925926,10379.1804232804,7831.71111111111,13437.773015873,1422273.17089947,135893.713756614,69754.8402116402,4941.39206349206,9795.86931216931,350832.857671958,-1184.07513227513,16387.1074074074,6238.68095238095,31576.2714285714,103662.829100529,31541.2259259259,116121.588888889,-13401.0137566138,-13563.8724867725,77353.5513227513,54706.1735449735,14056.0835978836,3656.40634920635,8900,16396.4328042328,6752.31851851852,9253.98835978836,14512.9380952381
"OTU_183487",71920.5012531328,14439.9069896965,-9759.87747145642,-7121.74798106377,72026.716513506,-32567.2598162072,5330.77248677249,-1699.26733500418,105521.238373712,2794.87468671679,-211341.631857421,2129.92871066555,10596.7229184071,-3717.60985797828,-8051.92620439989,-10410.9248120301,-5800.51406293512,3058.63714842662,-4338.12865497076,3287.47813979393,-6055.68810916179,-23764.3815093289,-5302.88276246171,3524.81063770537,-40100.9802283486,-34438.9192425508,31086.1358952938,4449.68894458368,-269269.817878028,4350.00779727096,19800.7919799499,-42485.5625174046,-8096.15288220551,-5400.14814814815,-64107.8098022835,-8458.27485380117,-17410.1094402673,9.72152603731551,-4847.14341409078,-13565.7084377611,-39296.4140907825,1614.2119186856,-4778.26482873851,-1056.03926482874,125958.441938179,-10500.9799498747,-8362.41353383459,18339.2133110554,50568.2336396547,-24650.6499582289,-7517.13338902813,-1737.13840155945,12718.6079086605,-11264.6285157338,37343.6282372598,-6245.62879420774,-14421.4232804233,-13222.0807574492,-5767.28153717627,54.3868003341688,-4707.60540239488,2864.59231411863,19406.3260930103,-14381.686716792,-6995.26287942077,-6576.37482595377,-66257.2481203007,75881.850737956,-6573.30103035366,16840.0687830688,99909.4463937622,-9666.40462266778,-4580.18379281537,-4482.73099415205,-2041.00835421888,-5179.02979671401,-4209.00194931774,12481.328320802,2134.93762183236,-11362.7479810638,-29024.8373712058,36444.5900863269,-6323.55666945141,-1298.28070175439,-11000.0133667502,-952.360345307714,-1059.88220551378,3907.12225006962,-4907.14786967419,-91683.4993038151,6232.15037593985,-5149.67641325536,-37308.5825675299,-18996.6585909218,4477.27568922306,-8525.87774993038,-5733.33556112503,-3984.77025898079,-7778.51072124756,-4166.62043998886,-836.952102478418,-13456.4213311055,28128.64160401,-6648.23169033695,-38590.910609858,-1802.10470620997,9338.68253968254,-158603.768588137,-7053.45976051239,-30882.574770259,-5090.10331384016,-8973.88916736285,-6497.85881370092,-13807.7318295739,-16480.8599275968,-401318.390420496,3068.5291005291,387546.130882762,12907.6301865776,11371.4795321637,18554.1456418825,2355.61375661376,-10228.0055694793,-2558.82010582011,-10742.4140907825,-37369.9136730716,54144.8120300752,-134528.626287942,41479.5006961849,-5363.85853522696,-95167.552213868,82726.1353383459,-14134.9242550821,-4325.62043998886,-5689.84377610693,5295.1448064606,629.079365079365,-7744.27485380117,-14240.8395989975
"OTU_186640",8596.89869117238,28108.296908939,-13171.6932887775,-9629.42712336396,127483.725480368,79809.5588415483,-5315.44973544974,14867.0407685881,-112949.877304372,3085.72559175717,487526.068170426,-6374.72119186856,-1890.9022556391,-3953.75316067948,27110.8540239488,28589.2738512949,39729.0435533278,12152.732887775,18670.8786410471,19888.0017265386,57835.8095795043,152268.427624617,-7711.92715121136,24215.9024227235,118820.110331384,79857.2864940128,-7327.24305207463,29844.9172375383,640732.810136452,7877.4365357839,-3795.1933166249,-64684.0282372598,29590.3766081871,12304.4402116402,74456.38524088,20060.578780284,53988.4938457254,2160.19220272904,14734.0540796436,60474.9586187691,58365.5981620718,-3611.86354775828,9695.66989696463,65639.5316624896,-74657.583625731,44096.6213868003,23503.57582846,-9026.57282094124,2876.85591757171,66274.5670286828,15520.5578947368,28439.4424951267,-21789.065497076,25676.093957115,-1694.90236702868,16039.716235032,28299.0804232804,29662.3187969925,9232.06583124478,-4102.64561403509,10237.6946254525,21207.7619604567,-14246.7329434698,35882.2410470621,3031.0007240323,16277.7945419103,196692.616819827,-8039.51723753829,12533.7480367586,12603.871957672,-9666.40462266778,35261.1232525759,9615.75104427736,11918.4382623225,15705.2080200501,15284.1974937343,10391.4183792815,-5124.46989696463,8984.75850737956,29384.881871345,70557.8605959343,-20157.5032024506,18250.8351434141,-7380.51634642161,28878.9021442495,10860.6847674742,27983.8949596213,9275.89301030354,11925.4613199666,183095.34642161,-4006.36552492342,9414.46438318017,88557.6233918129,43083.0311890838,1275.28242829295,21991.8178780284,20609.4925090504,10570.7614592036,10515.5550543024,8727.86377053745,14857.686716792,29645.7223614592,14360.7150654414,-879.046783625731,88896.2890002785,-2307.81397939293,-4614.75132275132,418400.022500696,25781.1893065998,154423.034530771,14693.4047897522,24794.0836535784,19773.2648844333,25368.5738791423,39696.1000278474,2414041.14580897,115073.625396825,159899.5262044,7744.45703146756,-1302.51918685603,264000.220607073,-1931.89206349206,29734.8180451128,12569.2783068783,46199.4415483152,168200.525591757,-10846.9486494013,423145.697744361,-50068.1445836814,-14961.7838485102,234462.423670287,35500.5877471456,44016.4980785297,10345.965357839,10593.6079086605,564.983737120579,6568.17248677249,21836.1385686438,31828.0959621275
"OTU_186955",-32417.0210247842,3731.87120579226,-6923.73182957394,-5011.28181565024,321.543163464216,35730.1757170705,-2501.9708994709,4929.98705096074,-54049.6751601225,148.049568365358,64053.6922862712,-3052.14313561682,-2043.8029796714,-1048.77234753551,5901.31008075745,6899.34962406015,5177.4566972988,5212.6992481203,3837.45836814258,4056.22626009468,4253.68045112782,31951.8609022556,-3716.07574491785,6996.63004734057,49338.5556947925,37001.1003898635,-5943.15274296853,1834.32581453634,291383.143692565,801.833611807296,-2063.17655249234,-30884.1183514341,11804.2660818713,5357.94708994709,40625.6090225564,10393.5629351156,8989.94639376218,775.750069618491,2688.11487050961,-2037.77095516569,17778.7170704539,-914.691033138402,8569.2201336675,15169.1552492342,-29000.2383737121,12378.044555834,8679.7820941242,-3057.13297131718,3002.81049846839,11112.7972709552,7470.27206906154,6626.70537454748,-10401.1311612364,12414.8945976051,-4159.07393483709,5311.20732386522,22436.6031746032,15369.6429963798,4031.78000556948,17.5094681147313,7766.13673071568,3767.01113895851,-6807.26594263436,18921.955444166,-1224.95307713729,10962.6173767753,42273.6364522417,-3814.01893622946,8686.28989139515,985.007936507937,-4580.18379281537,9615.75104427736,8856.78822055138,3096.37733221944,9851.10136452242,8816.02255639098,5552.48538011696,-1588.50849345586,1653.8469785575,14538.1070732387,36759.7805625174,-7224.18810916179,8075.88318017265,-3113.91743247006,13235.9764689502,3708.14132553606,10951.3252575884,1840.82428292955,4765.83277638541,10844.8213589529,-2270.25313283208,4039.45335561125,49745.8979392927,21249.4071289334,-228.65455304929,8755.12851573378,4107.63408521303,3161.36326928432,7699.18546365915,2341.44458368143,3591.11584516848,6615.14424951267,3793.85700362016,-1634.49429128377,61760.7392091339,-1476.53397382345,-2669.02645502646,82137.3017265386,6490.81899192425,40076.9617098301,4187.28334725703,4537.29156223893,5858.71498189919,9104.62768031189,8666.74895572264,536188.048036759,21886.7169312169,5154.37315511,2674.86396546923,-8126.38499025341,47524.6637426901,-431.216931216931,7417.92383737121,3746.21957671958,8990.18532442217,37951.343219159,5943.62197159566,77718.9800891117,-23910.6521860206,-7085.62419938736,112567.204956837,19737.634085213,9053.46226677806,4255.05569479254,3340.93093845725,-339.749930381509,-10115.3915343915,5705.46505151768,16714.6236424394
"OTU_187360",-21198.1794486216,10046.6270119744,-6017.15032024506,-4357.84890002785,54079.4153717627,45984.4712893344,-2598.97354497354,6358.52999164578,-52344.0292954609,875.586131996658,106101.230130883,-3150.58184349763,5097.07490949596,-2123.82283486494,7217.22929546087,19702.1896964634,12740.1534948482,4423.61748816486,7535.9567251462,11735.7684767474,27602.1912002228,35649.5009189641,-3892.8783625731,7311.68916736285,78320.9739905319,15999.0736285157,-2029.37660818713,11494.6066276803,502686.769869117,3637.08237259816,-934.439042049568,-32517.0919521025,17181.9699805068,5748.50582010582,13426.9499303815,14183.2490114174,12645.8697298803,99.3240323029797,3069.17393483709,13306.737176274,35491.776106934,-673.003898635478,2834.23247006405,21655.525368978,-31327.8093567251,19409.1838485102,12132.6656641604,-4172.72180451128,-1568.49211918686,32939.6676691729,13188.1785575049,9336.10693400167,-10879.0472291841,17316.3008075745,2416.62372598162,10065.2581453634,7878.23068783069,14880.5306042885,5264.53834586466,2053.79220272904,3056.38991924255,9518.81024784183,-6605.63408521303,25929.2817599554,1791.42740183793,9687.91105541632,96183.918128655,-4065.24789752158,9715.01548315233,7565.61587301587,-4482.73099415205,11918.4382623225,3096.37733221944,12976.221219716,10035.7571707045,4444.33461431356,7307.57649679755,394.901921470343,5576.69128376497,22782.2473962684,30693.2724032303,-9174.32470064049,12869.2007797271,-3707.54319131161,20906.1088276246,6367.38345864662,17996.951935394,3168.02183235867,7699.03419660262,57957.4452798663,-1701.52960178223,4828.52904483431,67038.1305485937,21258.7176274018,3207.25357839042,14858.4525201894,8457.97404622668,5404.38045112782,9071.03052074631,3573.55176830966,5524.95906432749,22234.6446672236,9681.90960735171,-741.16903369535,25289.6247284879,-1382.97326649958,-1958.85714285714,191334.075577833,10863.6302979671,44680.3536619326,13652.8178223336,16685.9128933445,8622.40116959064,15348.3598997494,13289.6707323865,1104128.48810916,60114.2835978836,126343.623725982,4172.26945140629,-3388.31027568922,140013.407574492,-1825.50687830688,15030.740406572,2670.39576719577,22176.703091061,64534.065497076,-3261.29011417432,92953.5733221944,-25092.9272069062,-7556.05775549986,109739.936285157,37907.0904483431,21600.6231690337,6620.84594820384,7066.44249512671,124.397048175996,-10124.3132275132,14307.2617098301,23465.7236981342
"OTU_187524",-31164.2336396547,19433.5135059872,-12428.8524087998,-8896.62656641604,82137.0955165692,59558.776385408,-3206.55555555556,11368.4798106377,-58577.0760233918,873.570314675578,174276.819827346,-4008.12531328321,1818.85491506544,-3502.80506822612,13977.515176831,17890.9816207185,26585.5666945141,8313.00556947925,10123.1228070175,14629.2191590086,28496.6262879421,87331.3742690058,-7073.49262043999,10059.6800334169,85009.6817042607,46169.111946533,969.382066276803,13366.6324143693,590567.83625731,5021.15176830966,2079.99053188527,-58403.6443887496,22824.4564188248,8660.50264550265,29650.3352826511,16450.701754386,24164.7819548872,1037.1186299081,6205.54358117516,21648.64160401,12780.925090504,2338.23085491507,9962.59983291562,41788.7192982456,-28612.0776942356,21036.9019771651,15418.5190754664,-4493.55137844612,8989.5708716235,32560.5602896129,13002.171818435,17826.5561125035,-14981.1177944862,17967.3414090782,7514.80868838764,10895.4862155388,20005.4973544974,26310.8986354776,2609.14007240323,15905.5463659148,7788.18490671122,15805.5786688945,-7385.40963519911,32442.5847953216,-247.054023948761,16917.4491785018,92769.2606516291,-6068.59537733222,12530.6151489836,6689,-2041.00835421888,15705.2080200501,9851.10136452242,10035.7571707045,38953.1378446115,10721.8382066277,11196.1300473406,3596.84461152882,6690.96574770259,26663.4527986633,58553.0362016151,-8469.10414926204,14645.0025062657,-4738.80757449179,24845.8607630187,8302.02506265664,22485.3341687552,6970.21832358674,11534.2626009468,103451.500417711,-1583.24310776942,8039.62378167641,88718.6652742969,19030.5889724311,3966.23948760791,17637.0860484545,9739.28014480646,6267.47646895015,14858.776106934,4061.77694235589,7412.99275967697,16040.552492342,10576.2177666388,-791.431077694236,63721.2102478418,-1835.60568086884,-1178.39153439153,195267.205513784,17216.3611807296,77125.3673071568,11492.739069897,15081.5627958786,10133.7471456419,23504.0804789752,20306.6808688388,1191962.13505987,81890.8888888889,199654.274296853,7399.53049289891,-4630.65302144249,187085.382623225,-307.804232804233,15396.8696741855,5694.80423280423,27553.1473127263,47873.0200501253,11469.5062656642,96564.6379838485,-31457.4837092732,-12931.6040100251,207701.198830409,51609.3859649123,28169.141743247,10356.1896407686,5847.9857978279,1079.62127541075,-13786.2592592593,13172.2678919521,37981.7660818713
