"","OTU_1931","OTU_2222","OTU_6378","OTU_9477","OTU_9514","OTU_9562","OTU_11297","OTU_12570","OTU_15054","OTU_15382","OTU_15462","OTU_17538","OTU_18951","OTU_19191","OTU_23235","OTU_28952","OTU_35049","OTU_44126","OTU_46159","OTU_50448","OTU_51831","OTU_58295","OTU_58296","OTU_58301","OTU_59566","OTU_64396","OTU_67513","OTU_68416","OTU_70379","OTU_70628","OTU_70974","OTU_72003","OTU_73021","OTU_73887","OTU_74059","OTU_74211","OTU_74391","OTU_74655","OTU_79234","OTU_83011","OTU_86715","OTU_88035","OTU_88701","OTU_92034","OTU_92131","OTU_92289","OTU_94166","OTU_98605","OTU_102425","OTU_104043","OTU_105974","OTU_107258","OTU_108747","OTU_114821","OTU_114946","OTU_125439","OTU_131765","OTU_132150","OTU_142000","OTU_144643","OTU_145149","OTU_162077","OTU_164515","OTU_180927","OTU_200359","OTU_204197","OTU_204845","OTU_236623","OTU_239506","OTU_244707","OTU_247733","OTU_248474","OTU_248759","OTU_255669","OTU_332405","OTU_361804","OTU_370058","OTU_370431","OTU_389328","OTU_399586","OTU_423742","OTU_428237","OTU_469893","OTU_469920","OTU_470213","OTU_470477","OTU_470738","OTU_470747","OTU_470805","OTU_470993","OTU_471122","OTU_471141","OTU_471156","OTU_484296","OTU_484401","OTU_484462","OTU_500281","OTU_515620","OTU_516119","OTU_521268","OTU_526804","OTU_528842","OTU_529659","OTU_529857","OTU_530801","OTU_535825","OTU_539347","OTU_540352","OTU_543491","OTU_544531","OTU_554755","OTU_561636","OTU_566658","OTU_568929","OTU_570119","OTU_571665","OTU_588912","OTU_590169"
"OTU_59566",4306.04015591482,-827.351527755978,27294.9450897295,14361.4819102182,180930.365091822,9258.26893998849,10883.9343378852,3885.08537382933,186702.717234343,1131.62154031288,12682.5818160414,54907.1849134097,106296.742544342,1791.04135928426,2912.34935645895,35585.071168838,161358.299311987,-929.468476952859,291.995513524826,4929.80998535029,6255.75807042327,62824.2029770313,64977.2600978392,65126.5634515775,36033.8514100351,135057.033681264,-1181.01005859886,2278.51726573536,259.997606341234,11220.7364882541,123588.500745566,-281.643828807618,63287.265683043,5464.50958771517,5779.07540679119,4301.8922068749,-1128.62741327892,18728.2802019568,98.5108695652174,23582.363653011,2366.66049285826,4017.75290378277,3411.98113849213,2761.76914927013,39153.3011562811,8291.73940511694,9538.93114634019,86237.9992936745,5700.40928948883,6235.3993747711,99.7984617799404,323325.955043688,-73006.9235468006,44910.4459791765,111739.279011667,4583.06075707634,9310.43491340972,2633.00031392246,13916.7589598702,-1022.21040652959,79268.4145476901,8136.70650865903,6433.76410035055,4708.9189033642,28956.4956312458,95874.0697038665,78048.0823261654,3328.52419818971,1036.27642180715,31699.4282687176,4788.32528907027,-1494.2397321195,5345.42667294512,4851.63804740229,1410907.46744362,7369.90989117355,4666.65817768011,26556.1539920473,34739.5730654528,4273.96401663789,165349.954899806,17753.9636634751,7662.84004342594,14894.1291660127,47364.6005467483,40054.8232354942,4172.41160466698,4349.71758750589,2457.14099042537,4060.17468476953,1067.26100036624,-95537.1954298122,54368.2723800555,8980.72011196568,11315.0199209962,13417.3596766599,1655.21276094805,875.097616805316,12143.6161513106,71240.8316852404,-11168.568108094,-9781.89101658557,17519.5571862083,11895.2915162455,-2430.3649741014,3913.09379741537,12451.3220844451,250416.860265264,3631.26297546173,5551.36893737247,8417.90836080155,24633.1295714958,3119.27221001413,789.04758541307,19656.5639878617,11256.2158870926,2381.81309841469,5066.44138806048
"OTU_64396",135432.015931565,90463.7340291948,105268.307644012,48715.0488018626,5392021.09691048,282454.854287658,-57407.7064432585,-4895.05939674567,1667643.85936274,-230037.023792707,91838.9049992152,554719.874444096,914328.624077853,312295.829657825,15846.0415031654,1468082.52814838,959879.357453042,-19120.0560743996,67684.175770418,48717.05484487,88274.4195050489,543569.751478052,69248.5983885314,182594.45406268,135057.033681264,8573785.83058651,30637.3172055669,35912.705606132,-968.209935645895,488248.574635065,1954612.61005598,-12331.9140898865,367718.635339821,57055.6847956888,83767.1007167896,11545.3521425208,826563.631180348,-72088.9680322294,601858.768115942,186888.970779051,291415.768992309,103701.866282112,77576.7124077853,-3409.61399309371,713653.154868414,79828.3511876733,251863.32523675,213622.584523623,134660.915410977,28913.0173311359,-32157.7847669126,4030122.04523099,-1577590.51967247,1800147.57922618,3769476.34228012,117915.061528802,103900.559226704,36750.3102600324,330691.567898812,-33882.415554858,922855.449223042,218833.361468634,47496.9092764087,133919.909878093,1508587.94066865,713391.320606394,1018055.31859206,150938.967809868,118921.655823262,-104361.050214514,70425.8611808717,196127.812339769,382065.240987809,103324.045544917,11478608.5976037,81347.5777088892,56856.9011144247,-127321.841966201,282476.184037043,165136.534269869,8460062.96703814,241532.518560666,61403.2260110919,242190.874051693,273639.307277769,970005.180596976,133586.453578716,717972.342463245,60393.2658269241,38191.8653795846,66585.0809658348,-756399.815256632,398275.777167373,181314.937712552,175695.352835766,75226.8536205724,144260.557722493,136035.058860461,109428.252733741,1396763.86751164,-88963.8328232093,423191.109284257,-127101.522026893,209538.597106681,235244.428857322,142786.270745043,217209.352155601,6637353.51869147,167431.401376027,47138.7128132685,95703.2101187673,1799684.00548056,57199.2407523675,-29374.9395568461,788207.90558782,78654.7681682624,73279.1774839115,64183.5597891487
"OTU_67513",-1908.34921257783,6433.10307120808,-11858.6031104484,-7108.92324595825,-58836.3532020091,-1943.82862449642,-3445.36278972427,2915.4071051117,-52550.2177706273,75433.1572489928,-2434.98434311725,-35768.6742008057,6194.42582273845,37229.3408936326,6087.28721289175,-28373.5638178203,101152.304557108,9238.01760581803,32691.5866818396,-463.166025741642,20986.0445639094,18407.665044734,2671.41691518861,7269.89881232669,-1181.01005859886,30637.3172055669,63611.6402448595,-1073.01262229896,7959.32120807827,9447.23697221786,-126683.544393868,5578.15845236227,-52156.7214592162,1453.40934180924,-3597.49560508554,-2388.70343483493,43787.2491497933,21777.3480484487,84223.7137681159,-4142.53119604458,5871.66503165385,-3130.53464919165,-3175.40488149427,5055.76729189557,194596.712093863,1081.20809135144,-1604.58547847015,6074.31169884372,-5837.50333542615,-9111.01703029352,6735.0636739392,282031.746729974,321924.929629048,-81964.3630382462,-165437.720347408,3184.48589964945,-13559.5510123999,2019.55510647203,-5569.75884214932,4421.78318422016,-85793.2533092659,-3464.78837702088,-2915.86870193062,-6584.09332653168,24610.8704808246,-63895.5359572019,-75541.6072045205,1365.4286480406,3063.17013289384,52526.399113169,-2409.78665044734,32631.7527729817,12482.224362999,9886.73397687438,164063.399884895,-2175.25610840789,4347.4194004081,343006.577159525,-1862.93755559044,12041.5661199184,99822.3571914404,21874.7835635431,-4581.41403756605,9491.96945796055,-604.097289802752,203815.086708,6387.50316538482,47405.9415973421,-116.689164443049,-1999.07633547847,2984.15550933919,379117.547336891,89616.7138073563,-5085.44873907811,-10751.9612174959,607.457986710616,9434.57757808821,13994.4982865066,-9366.55263433265,108918.012321457,44450.0331711401,233296.837048082,168719.936509182,8562.25431643384,20232.2384502695,157.368283367342,-8130.01148433004,84975.7356772877,33409.4902945639,791.686888505206,24030.1849395699,295494.648276042,34.2873698529797,10956.1953120912,34721.1063281536,-2871.58002406739,-2586.79678752681,11079.8043085858
"OTU_68416",894.954585883953,414.364241615654,3234.21486684456,2319.57182284309,25980.7943807879,1433.2171297023,803.420316015278,418.410152775598,12554.9965991733,1041.36284204468,2684.84876785434,8513.7649113169,5614.79135928426,295.17510333281,337.435331973003,14993.9212185424,13272.7447548789,6.29290273635745,-8.60203787997698,768.189779207869,197.756984774761,2831.46546852927,4105.60405221577,3606.57405954063,2278.51726573536,35912.705606132,-1073.01262229896,1358.06974310679,-399.033746664574,1610.35458849997,23196.6429655208,91.7194579605504,11128.1755480563,620.70169518129,1109.19782347094,423.048540260556,-575.557722492544,-3121.27799141945,-1556.26811594203,1917.31513891069,1009.33241772615,1888.23682833673,1649.7628315806,1039.76272693978,11530.8571783603,1265.16537173651,1246.79923350599,4916.93397164234,2238.8655234657,6659.86568042693,-1.32680636216188,3478.64309632187,-8161.08143671846,22392.2655391618,38955.7566054518,461.165437137027,1479.77578088212,308.945207450426,1201.16997593261,144.499162873437,38606.7330743473,3459.09271176686,865.042222571025,2901.47599801182,5703.98384607335,12132.4208784597,9928.8634437294,857.182506670852,607.925129493015,4791.64872076597,1066.10106995239,-286.025113796892,752.441440380893,508.962041542406,70836.8646601789,1199.54643436405,432.601096112593,-9119.50287762256,3184.89105582588,459.513838748496,26436.5940851776,1178.18009993198,1387.02582012243,882.101737037618,4455.49493800031,-150.618544969393,738.075105948831,613.986135091299,615.449720085805,1173.1242086538,457.927954795166,-24564.3913174279,30550.2614712499,4193.53841626118,4605.44852979647,1797.47053052896,-404.47351279234,-257.58182912154,2436.3680610056,38321.0331318998,-394.318670538377,-2270.55777481295,3311.91053209857,2932.42488097107,1131.4871553393,2589.04797781615,4804.88067022445,44194.9905300058,-1270.72369591378,2857.10233872234,659.737913985246,-9210.01145816983,443.11165175535,141.384882017475,18092.5808481138,947.28141840632,608.131625071941,1342.49577512688
"OTU_70379",-27.8222283262701,1672.42999529116,-856.320540993041,-129.697679589808,-29495.537369853,-808.978718673154,2236.13229215717,794.490412284832,2364.38172971276,1026.02990111442,1622.85309736828,-2609.34709360121,7067.50172657354,9353.48668445561,1116.08248312667,-463.325367550882,16615.0478862554,540.241746455292,5015.74806414482,-188.804661748548,2737.39084654424,1191.07362789724,-4840.41301731806,3739.37779260189,259.997606341234,-968.209935645895,7959.32120807827,-399.033746664574,13627.6547114529,1475.50187045466,-29122.0958248313,397.266297807775,-6678.69913148119,1030.48340134987,-421.929171244703,177.247083137132,6967.20242766703,17895.4111599435,38888.7101449275,-2401.41499241354,530.145136817873,-558.66344896144,-646.987508502067,2303.29129388374,36582.7871998116,-1223.97599801182,-1266.84500078481,3437.01126196829,-1162.06957306545,11226.0357740805,3871.2315308952,69578.587375085,6376.79770313399,-17262.6467195103,-24111.6288390101,1714.58661643907,-1564.19491968817,91.6749463715796,-2500.19620153822,-315.276827290326,-29211.4046198922,50.5680426934547,10.8130199340763,-935.657039711191,24550.816839324,2167.88237063779,-2842.38027782138,293.595654789934,1077.5102809606,-1652.81763721028,156.654227489144,6477.26402186993,2198.96907863758,5768.19263067022,101066.65174227,491.427274629833,477.920577617328,114695.614529378,-2584.16981897138,7472.97892795479,-8215.98661905509,8073.88854444619,381.575982315701,800.404489091194,3202.38335164548,35712.7572202166,524.028174540888,5005.1786349605,255.180126092189,843.967365144143,236.921022340815,87678.9954481243,8763.2166326584,-359.645633861769,-1299.76308010255,2569.95114581698,4611.77914246848,3048.4147700518,-1728.79520483441,31432.4393214043,2431.72221786219,35401.8436404541,31340.8760398682,1721.46727358342,5479.84889865537,787.736135091299,545.154397530477,2426.27690577094,3819.26976403495,2200.25880290901,2719.33392193795,34827.8640061738,305.920028253021,60.7070580233349,8089.69311463402,-432.45769894836,677.044655470099,1319.55872966044
"OTU_70628",11664.1301601005,3981.80993302988,3553.52130748705,2990.30369382096,319659.600965312,16640.4902684037,-4533.14830220269,-911.938693559357,135923.442329828,-16070.5240150683,4179.50170041333,29632.6815125831,70803.9327682729,34797.0747135458,-256.838983937634,47775.1446920944,85727.3106785957,-649.759090671271,7764.71361115471,2861.44601841678,10450.7982394182,72115.4545597237,14209.2620467744,28942.7760294041,11220.7364882541,488248.574635065,9447.23697221786,1610.35458849997,1475.50187045466,63087.370402344,120272.111795636,-623.962250824046,15644.8253152305,5588.36175639617,6711.99888819128,430.669465808612,112402.196201538,-3041.77316486161,57727.8188405797,14597.2130225501,14596.0963741956,6554.43827499608,4216.41718987077,-2275.51496363731,-10466.4491968817,3678.73950975776,15072.9532255533,24760.6807016167,6451.39819756187,-13322.426398263,-116.120964788364,386545.366661435,-114267.179445927,65801.6729843562,144814.133403966,7049.28904410611,5619.21412127871,3006.20592005441,24574.7760032439,-2920.540561398,-29062.1716632658,10375.772066133,2723.99531732329,4193.88973473552,100985.696175378,39418.2284178308,78056.0251791974,15828.3153351122,7511.62930989379,-9209.45309475226,5415.39675875059,21990.203447915,26402.6411473866,9486.23359755141,855981.368257207,5755.56431486423,5033.53831162036,-24102.6867577042,35460.9994506357,20639.0590043426,463409.199968608,16617.6439203683,4471.59311725004,50225.2382409878,10793.7472008581,111449.516938733,7832.83669491969,60744.9769790195,2572.35567414849,2514.99157641396,1058.5836864961,14765.7480641448,473.281078323654,8186.06966462617,7559.98385915346,8797.60590959033,10301.3222806467,8719.0559566787,5792.5056375242,-95830.4841599958,-4493.94584837545,64549.4529508711,-17225.8137131795,16914.5635431382,8164.91783079579,4430.35433997803,10565.2196280019,290510.699890127,22441.8350337467,-210.520535761,13805.457646628,217112.931002459,6378.07156124104,-1957.55920054413,7037.17928896563,6679.37818500497,4679.89717731387,-2629.03832470047
"OTU_70974",77377.2877622561,10229.566708523,130521.452715429,82718.8545754199,1410068.45455972,58265.3865170303,-36074.502419819,-17265.4010882645,1618421.3363156,-357686.117236959,7302.69549521268,555823.914181447,617749.554700989,-35432.1336524878,-23050.6341495317,685289.118806571,207667.077565008,-40332.8670538377,-88224.5488149427,16661.3168000837,-27042.0120336943,390608.31372626,179464.387851201,206530.13137655,123588.500745566,1954612.61005598,-126683.544393868,23196.6429655208,-29122.0958248313,120272.111795636,3303435.80105164,-28461.6513106263,516135.459268561,17631.7960942814,48173.3607492283,57755.5154606812,-2645.63711871501,-315875.932532831,-32728.8913043478,131559.376824674,39361.6173023596,33346.0607701564,34394.2243106786,3564.66152618637,-220055.729215717,24909.2665201695,61925.4821325799,184658.169217287,70837.8829200021,124466.814053262,-35609.4135274421,217877.930256893,-1967682.38377021,1018344.55538115,2411142.09732904,28913.3818474337,159961.352587244,8506.6607021399,157766.471066813,-35503.9479281118,1403390.34823157,170644.427784754,39508.9965860932,42011.718372312,312728.126484592,711703.501713493,1132189.59159996,41850.4387851201,26898.0124784178,-169987.155221577,43658.1854496939,-68220.3400172657,19396.2953879558,664.949563124575,7430499.11857113,61375.58163292,11261.8967979909,-1402513.25918223,184815.952336106,39761.6873070685,2425403.47284571,8085.8244519437,62271.1188850521,176293.933526919,111499.172945116,-294428.021909172,25226.1142939361,-38041.6740176843,15374.3356746717,17958.5360618427,8244.24751478052,-2590180.48610893,332119.393619526,11296.843234971,116554.21932716,34849.2132449118,-14074.1402840998,-23182.6663135039,98028.1771830691,483975.335661592,-231719.756670852,-721525.559815309,-431088.216972741,57500.1133652488,14567.4272615497,76595.9279940355,204539.195612934,2820022.26003244,-103211.561751164,36153.7474362999,-27506.3784204468,-596249.537945378,32724.7555459635,-48768.7664416889,488269.12118715,88809.0322032125,53633.1272170774,-12598.295793439
"OTU_72003",-1067.9178438759,7.29929890650343,449.381690472453,-757.388413645163,23123.6180086852,1420.3464919165,476.25882906922,869.497213938157,-19895.2600978392,37163.538900225,404.03886098467,-6695.96743054466,-7715.14993721551,1844.55570815675,1363.2977292942,-11432.8985245644,19805.0902788678,3309.6390938105,3420.25243289907,397.012439177523,2628.99866582954,-1540.44422644274,4456.14479673521,2862.2777036572,-281.643828807618,-12331.9140898865,5578.15845236227,91.7194579605504,397.266297807775,-623.962250824046,-28461.6513106263,2677.72285878721,-5035.57318317376,120.64096426516,-389.904868414168,-712.92382148276,2971.5929341286,-742.856524355151,5694.53260869565,345.861193951761,1095.04243185267,-805.940001569612,-546.25810966358,1764.43845811751,26794.6328415215,833.637236435934,1561.21413435881,4419.43644378172,-1134.03619264375,3012.16533249621,1304.74814262544,29123.4435593575,176614.645542301,6454.99084392822,-13584.6601527756,-310.737430021451,-3184.78627112437,272.38613770732,-1200.0842097002,2967.0544263067,17289.4759980118,365.779351750118,-336.104954742845,-1165.1242217339,-11848.261732852,-13974.1111285512,-17890.8993355308,-322.782621775755,155.198595196986,29824.504852718,-473.37258672108,1744.39003557788,2209.05678072516,1349.88467273583,-71976.34566787,-157.748691989745,499.176097420604,56180.3367734003,-555.12191963585,-267.086668759483,-23454.1393684926,1438.53916182703,-494.908897085753,-1225.85940197771,114.807879453775,25270.3552032648,1471.64173599121,8788.79523099461,-372.54918118558,-92.6230576047716,713.003583948098,112632.01913619,22003.7248077225,-743.597917647674,-1261.49257050175,733.584850625229,-520.142089153979,272.676149741014,-466.784845393188,42199.288900225,16592.2149976456,49275.4774499032,29974.3842934129,1209.19624077853,296.143187882593,748.025846282635,-724.927784753832,27276.4089494062,7620.122194318,1461.40888400565,3075.19270915084,31222.0350415947,-391.679851410035,5223.37775336159,8331.35326740962,-383.892664678491,-767.096465756292,2866.43461256736
"OTU_73021",14545.1092319364,-5799.43964840684,79410.0013603307,49370.6936509182,373763.526997332,19744.5692068226,32321.813006854,4992.79317741851,361779.012007534,-61794.1710223408,44282.3696960184,247504.772602417,172232.410937582,-22633.363260608,-3056.05366766075,160994.858120128,194049.535604039,-8563.40064354104,-24057.8614947941,17818.9618453409,-10390.793112018,125250.946894784,137582.723892115,130611.397765918,63287.265683043,367718.635339821,-52156.7214592162,11128.1755480563,-6678.69913148119,15644.8253152305,516135.459268561,-5035.57318317376,369823.00133417,14574.8371919636,25051.5484094595,12451.5523334903,-69888.6532464815,-30172.5948699838,-86809.2572463768,39999.4993852352,4175.79838329932,20880.908295401,23978.7146444828,14695.2633417046,3249.15357348402,15898.1365955109,21860.0535368597,172044.593888976,34897.4194265683,86038.3336995762,-4046.34319573065,36870.948215874,-360178.658452362,367331.078245173,560176.222636426,4656.92635902265,27513.0552111129,1511.42526029404,27818.2982655784,-5207.54520483441,683923.259927798,56513.2093339612,22564.562627531,41354.5480955371,-3369.32883377806,297522.455697693,378655.107845446,8197.89521529849,-1717.92344215979,17629.3135300581,21014.9251687333,-35340.6460001046,-44.7781614607859,-2119.72366975357,2126420.65541778,25537.5799194266,641.868610369905,-367402.778580024,83593.9141160467,3003.22193009993,32391.7653822006,14038.0587296604,37189.1660257416,29605.0155391618,129990.462159263,-108707.94128342,1987.41079370062,-27965.5023282583,7606.60734840161,18029.1782817977,1352.47187777952,-716324.03693821,218570.749882279,61980.030999843,65427.7640872704,32609.2129963899,-8493.89215455449,-21024.8789174907,63921.3934102443,401966.37245592,-53654.5632815361,-182507.837231204,-54533.9472087061,28521.8384999738,-20823.2515826924,30273.1850049704,66162.346047193,585061.253113064,-35502.7788547062,33084.1386098467,-7929.23235494166,-391747.299900591,11062.0944121802,-9246.27434207084,163423.260725684,19880.9465939413,11830.2961596819,15170.7030162716
"OTU_73887",1312.2115183383,54.7800449955528,4223.90795531837,3555.07935698216,20639.5350285146,1279.00517972061,2403.72339507142,953.697090985193,26471.4840030346,1277.42804635588,4453.84294720871,12973.4475095485,16701.2492021137,3723.59744676398,932.071731282373,1364.37798880343,31511.3922591953,203.36791712447,2145.95368335688,1502.95831371318,1847.70807827133,14502.4880709465,10189.3419400408,12476.7068095014,5464.50958771517,57055.6847956888,1453.40934180924,620.70169518129,1030.48340134987,5588.36175639617,17631.7960942814,120.64096426516,14574.8371919636,2286.7238267148,1838.22295034793,769.58383037723,5365.53348506252,9217.10495474284,5021.92753623188,3525.85880029299,625.391317427929,1583.50790038194,1358.7546303563,1343.60018050542,12268.9307670172,2153.32781353006,1370.60706063936,15754.7233035107,2097.67567885732,1182.20445508293,991.550476115733,63246.3152435515,-4886.99769790195,5507.59884633495,2871.67718306912,1336.58738816512,239.628668968765,498.064602626485,1785.08012870821,13.96729974363,7675.63367864804,3353.28097368283,1405.95094961544,2489.44263067022,8769.22202166065,16182.0173311359,21482.5806257521,1266.43057081568,152.375189661487,4834.59518390624,1851.39664102967,1949.10594883064,2894.77614712499,1776.29578035892,213040.694945848,1818.79799089625,857.333804217025,16488.1874117093,7505.96289174907,2976.90425364935,23382.2429105844,5622.50503583948,2529.64673259038,4594.22546172762,11787.3545754199,17267.9297990896,1232.44333699576,6661.71655417778,1061.89191911265,1778.61095850991,24.1649008528227,2240.68721550777,12993.9605504107,5250.26761889813,3606.67128394287,3570.09364045414,1700.37048082457,700.133260084759,2535.33050803118,1354.95340867472,202.417647674358,9903.05046303563,11632.9055224193,3842.54460314969,344.99055616596,435.561633443206,1979.1627295558,51690.1998247266,2545.50599068697,1819.07731648616,2470.8059697588,13472.1275964004,1150.87770104118,193.96991576414,1283.87529430231,1380.34095903312,643.590200387171,2198.66988437189
"OTU_74059",2673.95207450426,-658.747737142259,6651.85015434521,3489.7371684194,59502.5094176738,3363.55776173285,2969.96813687019,680.955658452362,53011.3813373097,-4892.86914665411,6197.83118819652,19075.8959870245,24782.327290326,-357.076584000419,-199.886517030294,11473.4920472977,26610.0805865118,-718.835243028305,-1704.0693114634,1891.68588133731,247.934573327055,17678.5412154031,13251.6484591639,13564.7628708209,5779.07540679119,83767.1007167896,-3597.49560508554,1109.19782347094,-421.929171244703,6711.99888819128,48173.3607492283,-389.904868414168,25051.5484094595,1838.22295034793,5085.00028776226,1367.79462930989,1597.98353215089,-6439.97891487469,-2289.48188405797,7177.75863286768,1603.04999215194,3703.64815832156,2691.92910584419,1133.9804714069,11762.4132789201,2099.23302202689,2998.79445926856,15616.5457280385,4678.74169413488,5202.99254434155,-166.71796682886,55242.9659263329,-28227.7774682154,33804.9573588657,59963.5741249411,1056.1062627531,2536.61337832889,331.577905090776,5448.12148799247,-568.096321875164,49430.8255899126,4999.87779260189,1642.36276356407,7438.75253753989,862.356642076074,26932.565688275,42864.4342332444,2093.41701982944,342.453147072673,2720.90520849683,2934.59245016481,-2051.06719248679,2311.15532621776,743.932676712185,305943.644626694,2720.57337937529,539.944645006017,-36989.3972296343,6331.52371422592,2679.07918694083,51359.3426594464,2716.08755820646,3614.39891696751,5738.39225919531,10472.7959504003,3540.4276277926,639.368780411238,-81.7864542458013,1439.22281954691,2445.52907706796,341.243813111495,-34975.7231988699,10783.361350913,10873.1075446032,7190.6617223879,4230.98077224925,-619.261418929524,-1731.23430387694,5253.68720242767,29866.3518678386,-4259.43537121331,-2954.9563647779,-5235.83244388636,5063.71236854497,-2164.72839167059,3203.70794747031,3688.15888400565,66435.1069167582,-457.016637890441,3505.04708836917,639.10482394182,-11214.7830795793,1748.18932140428,-641.869630617904,12692.5523596505,2806.05122168158,1403.7458797677,2095.15676502904
"OTU_74211",1480.94960236488,-16.1177601632397,5456.07090723591,3761.50664469209,-10054.9007351018,-958.19286611207,1430.19863443729,379.438575838435,33360.9275231518,-8792.58528226861,1533.40083974258,10760.7904698373,11503.4504656517,-3178.52372730602,-187.415633338565,-3032.69123109925,7227.88394025009,-800.351841678439,-2515.91130382462,612.265264479674,-660.540692199027,5187.18660074295,8790.81485114843,7937.0949615445,4301.8922068749,11545.3521425208,-2388.70343483493,423.048540260556,177.247083137132,430.669465808612,57755.5154606812,-712.92382148276,12451.5523334903,769.58383037723,1367.79462930989,7725.74373463088,-5772.2977554544,-4058.1221812379,-6539.35144927536,3022.77366190551,-1490.13698791399,1215.16872024277,920.640336420238,1101.51971171454,-4117.79615968189,1070.8849866583,-434.804046983728,13079.0271150526,2958.61170407576,4939.78177156909,-370.143606445875,-5125.10006278449,-45425.0808873542,4642.72436299901,41390.8907026631,1058.60621043269,4522.01510751844,42.4493015225239,2277.47508240465,-836.798330978915,15952.1574321143,4635.65609794381,1215.52714121279,1391.0246429132,15077.6765683043,18845.8678255638,26208.7804112384,-311.436993146026,-435.92654214409,-6504.78858630252,1815.27197457228,-2640.33761052687,-2189.57072411448,-244.475814890389,147269.698071993,2615.04714068958,-19.7431591063674,-20047.2990634647,3578.22891487469,1463.85660283577,12086.1641160467,4000.65095746351,2725.93987076859,5508.3516454769,7383.02075812274,-4671.48876419191,638.848310050751,-4993.75088944697,549.746350651389,1578.3300763878,-192.495762046774,-60880.1717809868,-4787.42416156543,1729.89394652854,4111.29906346466,2522.33250928687,-201.712342384764,-743.951708261393,2461.81402710197,8489.09950034008,-4995.12554282426,-11065.847198242,-5514.22107989327,877.737155339298,76.7458536074923,266.436862345001,1243.97973892115,79380.7030293517,-2749.00858054727,1846.72820854915,-594.399544812431,-15841.4584052739,525.992792863496,-1359.7176529064,4370.48842410924,1468.97662585675,727.878446607021,969.565465913253
"OTU_74391",10011.8029220949,11338.5640140219,-20056.3479961283,-14422.9838983938,591671.714016638,30993.3532150892,-16188.3534374509,-2916.89624862659,61036.1062889133,16024.6595118506,-5437.64403808926,-25462.1694919688,55042.4726364255,80632.1124365615,1984.26621932716,31735.8678255638,115367.721092973,4166.34808768901,26962.4976325014,453.739823680218,25997.3894469733,66345.9504787318,-21858.6579683985,13213.0490111442,-1128.62741327892,826563.631180348,43787.2491497933,-575.557722492544,6967.20242766703,112402.196201538,-2645.63711871501,2971.5929341286,-69888.6532464815,5365.53348506252,1597.98353215089,-5772.2977554544,288368.770967404,4917.69618845812,165704.981884058,5862.14364568618,30425.2145136818,3847.72568408936,1736.08639407733,-7987.67739235076,6590.61893737247,2727.56942918432,27016.6531810809,-9401.82604771621,-319.49717469785,-53281.7120023021,2263.59090671271,846162.852940407,31636.776147125,42334.0436613823,25888.773347983,11735.7927196149,-8327.86514414273,5767.19321927484,34828.737626223,-2302.54145084497,-261263.402056192,-1851.64392036834,-2380.02775597761,-4361.69034165228,216299.220452048,-28006.0266180087,-8794.11810024591,26674.8468843196,15257.7698686758,-8813.13611154711,702.130277821378,63159.5716920421,55942.6389368493,21347.5406398786,605395.08292785,-496.108721812379,10720.7152461675,182473.925221054,37386.9138152043,37362.1728927955,850327.313294616,35188.6819703866,-5024.90073510176,76135.1121880396,-28097.0102155601,279685.639852456,18272.3426725266,146657.176921467,1912.83938942081,-2190.03043739863,3422.96094281379,496527.385052059,-115992.321090357,-3548.08992570502,-6009.09551090881,699.899100088945,26900.925378015,28985.8458248313,-7485.53060743996,-262185.554256265,29608.6573667138,271244.974219118,-13013.446816303,22767.4699157641,26285.7298174018,-2673.12457489667,-5800.2171689426,506360.234212316,67022.0443677078,-10155.9009313033,31542.9438994402,682305.975893371,7217.24272746298,2587.3721550777,-49504.1009783917,2289.8911866269,3867.84432061947,-9652.22601109193
