"","OTU_1931","OTU_2222","OTU_6378","OTU_9477","OTU_9514","OTU_9562","OTU_11297","OTU_12570","OTU_15054","OTU_15382","OTU_15462","OTU_17538","OTU_18951","OTU_19191","OTU_23235","OTU_28952","OTU_35049","OTU_44126","OTU_46159","OTU_50448","OTU_51831","OTU_58295","OTU_58296","OTU_58301","OTU_59566","OTU_64396","OTU_67513","OTU_68416","OTU_70379","OTU_70628","OTU_70974","OTU_72003","OTU_73021","OTU_73887","OTU_74059","OTU_74211","OTU_74391","OTU_74655","OTU_79234","OTU_83011","OTU_86715","OTU_88035","OTU_88701","OTU_92034","OTU_92131","OTU_92289","OTU_94166","OTU_98605","OTU_102425","OTU_104043","OTU_105974","OTU_107258","OTU_108747","OTU_114821","OTU_114946","OTU_125439","OTU_131765","OTU_132150","OTU_142000","OTU_144643","OTU_145149","OTU_162077","OTU_164515","OTU_180927","OTU_200359","OTU_204197","OTU_204845","OTU_236623","OTU_239506","OTU_244707","OTU_247733","OTU_248474","OTU_248759","OTU_255669","OTU_332405","OTU_361804","OTU_370058","OTU_370431","OTU_389328","OTU_399586","OTU_423742","OTU_428237","OTU_469893","OTU_469920","OTU_470213","OTU_470477","OTU_470738","OTU_470747","OTU_470805","OTU_470993","OTU_471122","OTU_471141","OTU_471156","OTU_484296","OTU_484401","OTU_484462","OTU_500281","OTU_515620","OTU_516119","OTU_521268","OTU_526804","OTU_528842","OTU_529659","OTU_529857","OTU_530801","OTU_535825","OTU_539347","OTU_540352","OTU_543491","OTU_544531","OTU_554755","OTU_561636","OTU_566658","OTU_568929","OTU_570119","OTU_571665","OTU_588912","OTU_590169"
"OTU_200359",30046.8571652802,35781.0274943756,22883.5364150055,-4971.91979281118,850122.639643175,43709.9033380422,-22503.8200439491,-1276.24746246011,305719.000640925,-204347.937110867,-2635.03969811123,35492.2017605818,201382.74240046,103118.394522053,2987.99646837231,376772.290613718,160674.92605818,-14753.4554099304,20260.1683801601,-1722.57042327212,20984.4830481871,63471.4543896824,-26866.0617642442,31180.4338408413,28956.4956312458,1508587.94066865,24610.8704808246,5703.98384607335,24550.816839324,100985.696175378,312728.126484592,-11848.261732852,-3369.32883377806,8769.22202166065,862.356642076074,15077.6765683043,216299.220452048,22945.4615183383,204430.702898551,7876.4999869199,36424.2522628577,18719.7653168001,10736.388008162,-2336.94413488202,-59777.4881755873,11639.1320305551,33126.0577224925,28941.3488986554,24648.7402684037,-16126.803183697,1981.18526657249,1464454.6023518,-1121054.24666457,45305.4156333386,821811.482381102,40158.6797467692,26591.8358185528,12072.1074138021,58542.351396955,-18411.6716371056,-399416.272144614,20840.5468529273,9276.82950086329,3984.58235232564,1330796.1561241,130155.51277926,49131.0098493172,31826.3039685031,43692.262883901,-161978.044053785,14713.1152749438,96239.2313216136,58206.1502642181,40289.0359441218,2576468.72563177,21336.3857583843,18093.3568251975,111332.947588029,36070.8121566473,62126.7438523518,2385158.95831371,105228.313229216,12052.4608250929,66121.3019803275,20373.1241563334,235073.224807722,37891.9001988176,142312.608800293,9859.38171663266,6432.80814105583,16419.8575576833,-380687.528383823,-121122.284923874,7363.42488097107,31386.7879192173,14987.5838565374,58748.98086381,73440.9815308952,-129.354719300999,110444.287526814,-73299.8592711767,-11998.4148223722,-86805.9569403024,29931.9373593889,98414.4024485952,-9124.35915345576,22834.5797493852,2095156.37764872,-720.659263328625,926.020679642128,24929.5704494323,593455.682872914,4594.51981635536,-29136.1139930937,47125.5418563282,10911.6054779469,18284.7930727777,-15233.8527572856
"OTU_204197",21343.1854104536,-6420.2736357453,77319.1174462408,78333.8653665045,2496304.26870455,128207.49998692,43723.538769424,3643.99496416052,572284.22446764,-191248.286205724,43708.0261340449,281883.94639774,402531.917647674,-7870.16715063046,-1609.19308847381,380059.220517449,534610.045571077,-17520.889159211,-36417.1259352273,13536.3397425836,27036.3949144561,86948.9258096584,139536.477122901,164480.45913776,95874.0697038665,713391.320606394,-63895.5359572019,12132.4208784597,2167.88237063779,39418.2284178308,711703.501713493,-13974.1111285512,297522.455697693,16182.0173311359,26932.565688275,18845.8678255638,-28006.0266180087,109108.79207869,25281.0108695652,63402.9851410035,8775.36046146602,23859.9143776487,22625.8642285356,-6619.64229843562,-252210.364568618,26595.0881598912,108168.677823994,170848.35974206,26726.0680950139,56993.3623057605,-20800.6531156804,402725.999908439,-1191949.2725501,591382.692081306,912650.118989693,11832.2140689583,50605.1529194789,6518.99671689426,60354.958679956,-19686.548592581,707079.086472558,47364.1886935594,26399.9977633025,38673.4834013499,130155.51277926,1283412.96651494,445567.518534505,28745.1379296814,-3433.64287396013,-46362.3494480197,20216.2132056715,-46251.0338643855,3015.53348506252,-16175.2145790823,5109140.41189243,19555.3954376602,10525.5200910375,-434732.036375765,117660.106328154,-7108.31343849736,726811.111769476,9569.17621514153,29741.2907837597,4088.36849264898,135773.842319364,198054.72577565,7966.75266834092,-19551.363012086,9308.42719614922,18561.3453408675,5397.68552817454,-244009.57010935,208098.84821849,47605.3749280594,59598.7211583739,28655.4095772511,-1356.03943650918,-28631.8685842097,52566.6222073981,501406.612345001,-115857.353071208,-119952.223722074,-201502.366792236,26897.6591063674,-28533.8220190446,24651.2552974415,67366.2764610475,1130368.55242505,4781.88120650866,18761.3290299796,27830.8276565688,24866.2581227437,23420.0584811385,-25444.0106472035,113919.925600377,32140.5983100508,16427.4560377753,1773.2351148433
"OTU_204845",42312.104339978,-5354.40418824884,71104.901022864,49886.8835216868,477219.109820541,18765.5428896563,13413.1757834981,-6447.54907654476,1212523.39089886,-259006.29592424,44166.5854523099,338926.374130173,379208.888348245,6009.5688013394,-15779.4788363941,238243.267488097,225214.304321666,-27626.1136137707,-38122.5294040705,20344.0818945221,-18129.5911683148,306718.092594046,96458.4560377753,145203.813373097,78048.0823261654,1018055.31859206,-75541.6072045205,9928.8634437294,-2842.38027782138,78056.0251791974,1132189.59159996,-17890.8993355308,378655.107845446,21482.5806257521,42864.4342332444,26208.7804112384,-8794.11810024591,-38222.7695024329,2804.69202898551,70199.7081567519,22148.7932297389,31459.8969941924,26171.0714435201,10646.524106629,70743.6052817454,-3783.1016454769,25238.6397608957,157621.782595616,54987.5642756239,26169.9269476273,-11618.5025244598,12644.3074739706,-1338870.30460943,393945.274093549,658420.423376759,16174.6258567467,102316.486449014,3997.07327473447,69928.4956704861,-21981.2953617956,542958.242714383,78161.4332391566,22073.337754408,57998.5066839324,49131.0098493172,445567.518534505,1333396.27245854,32749.9858211688,7057.22646889552,-140889.011392769,33422.8877334798,-35630.1652016952,21158.2821901324,2509.14828912259,4522698.58588395,34554.3309265945,4581.82438654319,-795741.097054361,126319.788390101,28666.9930937059,779125.518756867,22521.4876523832,48542.6577329566,99159.9843431172,136938.002197457,-171309.622704442,9313.30848113849,-29762.0022105373,12321.1948412076,19729.8881651232,-917.227319102182,-1149220.09332653,-10083.6598780934,85087.4949510804,72291.1224166797,24394.2461936902,50.413762883901,-29338.8399126249,65696.26020248,-121459.335779313,-144291.855595668,-432024.683435358,-194876.588983938,42120.6018155182,-21037.4836106315,36427.2854863182,73452.5603123528,1011627.55477947,-24056.8058520379,17234.9838853137,-19135.7300920839,-515486.004041752,27371.7584628264,-34770.0552111129,145242.612161879,61562.4565609794,24903.4347433684,-221.492295819599
"OTU_236623",3998.68525349239,1195.31288913305,718.746599173337,865.419858211688,136181.744100874,7538.37951917543,-1613.6955606132,-693.968450792654,52604.0605608748,-7514.01628472767,510.709817924973,10814.6029142468,26063.930989379,11665.7813399257,-861.461845340868,36116.6427431591,33965.0124391775,-475.723028828546,1992.02149060849,742.821835923194,3359.24546120442,21798.0566760843,1537.17034217548,7643.86790404437,3328.52419818971,150938.967809868,1365.4286480406,857.182506670852,293.595654789934,15828.3153351122,41850.4387851201,-322.782621775755,8197.89521529849,1266.43057081568,2093.41701982944,-311.436993146026,26674.8468843196,-9950.36970909852,21682.1086956522,4441.05044995553,5183.65259247632,2066.93034845393,1122.09020038717,-109.620310783237,8278.62512426097,-343.951996023649,6442.96579553184,3986.26527755978,1931.04201328938,477.937490189923,-700.786938209596,87191.0189530686,-57188.5531444567,29753.4493146026,63737.9488437189,1699.31453722597,3631.18987076859,1022.68322607649,5764.79962590907,-1043.80365458065,31704.0711949982,5025.47666509705,719.191257259457,1073.75113796892,31826.3039685031,28745.1379296814,32749.9858211688,7420.0246429132,2832.5821561241,-2946.42150630461,1491.95700570292,4711.35050750798,7045.63018626066,1993.05192800712,311631.517252655,1701.85454925967,1479.96072045205,-37858.064419505,11022.5589127819,5038.23321822843,158681.334732904,1158.84230628368,951.166457385026,12129.9756448491,2092.11815256632,32922.8441505781,1540.14330560352,17354.8608931094,506.675469575681,355.941976665097,1025.65001569612,1552.70828755297,24168.1506566211,1796.77394966777,2294.00644849056,1183.57620467744,1152.3988646471,794.793308219536,2567.50379322974,8280.12139643175,-3195.71860775388,19010.9155417778,-4061.45806519123,4848.49251818134,1974.16156542667,5055.76937163187,6634.71821535081,23020.242217339,5798.24604980903,673.427026107885,4203.46132213677,41472.4381572752,2500.26034636112,-961.995304243185,19019.7449249202,2731.70416732067,1669.43713702715,-683.824569664626
"OTU_239506",2821.00637000994,3226.12530738241,-747.035538638623,-1245.76519907916,57812.8417961597,3093.4958666876,-3950.09668811803,-551.794223826715,25473.9172814315,1695.59884633496,-2024.3829461623,771.648642285356,11808.3099984304,7463.75286454246,46.0492596661958,41185.7088761576,11489.3497357819,-109.430832417726,2328.22983048187,-202.822503008424,1240.93064929629,9929.66454769005,-3701.93206194737,-1198.23130853346,1036.27642180715,118921.655823262,3063.17013289384,607.925129493015,1077.5102809606,7511.62930989379,26898.0124784178,155.198595196986,-1717.92344215979,152.375189661487,342.453147072673,-435.92654214409,15257.7698686758,-11072.4640035578,15122.9927536232,1397.71760058599,6105.50364934861,635.638989169675,-106.385666823628,872.867027677497,22663.589794904,215.380264741276,2432.29020823523,55.9176215141527,428.989038874065,3953.97775074557,120.615444985089,86158.1159943494,3086.23648825407,21712.7230549887,94654.4340762832,2350.63129806938,2173.73559880709,743.821234238476,4154.80156176424,-132.67771935332,22553.7818500497,3648.24310678596,245.535957201904,-1389.82850677549,43692.262883901,-3433.64287396013,7057.22646889552,2832.5821561241,5568.4532778737,2315.80268665306,503.322267566578,6080.44740490765,6426.78055511955,3974.6966331816,163525.263080103,1221.52714121279,1039.8849997384,11850.5052582012,873.356942918433,3547.07662324073,187265.416980589,4199.98470936012,31.275349238738,4422.9255611364,-1430.47563176895,14540.714670643,2412.75261602051,14686.0671663266,348.896157065871,-485.32156124104,1809.60154083608,-17858.0313660859,35974.0406660388,-2735.66403756605,-124.805982838905,416.408295401036,2623.2771935332,4821.14333176372,258.273334902946,57891.2111651755,440.208483754513,14763.9886072307,9196.96321875163,3260.72326427039,8305.13328624496,4391.5544263067,7201.53198085073,113010.584432062,1083.37067702611,679.335792392612,1331.11193951761,37872.1501203369,486.157575995396,374.972440223931,32111.0476900539,1462.65293255899,1238.70213990478,61.1875948307435
"OTU_244707",-8847.06962538586,-5740.52389734736,28828.4356197353,7149.0405744781,475410.043648302,24307.1730235965,17591.9225527128,15093.7662585675,-45847.8557657092,471225.733662952,18621.8568251975,-19509.9384319573,34847.8710563491,3393.81491654895,17593.8808533459,-84181.4214801444,386750.475644849,36596.7074635065,31481.0777088892,9932.7510464082,27116.5534583791,43478.6615785068,138219.255951447,84208.9967299744,31699.4282687176,-104361.050214514,52526.399113169,4791.64872076597,-1652.81763721028,-9209.45309475226,-169987.155221577,29824.504852718,17629.3135300581,4834.59518390624,2720.90520849683,-6504.78858630252,-8813.13611154711,-17949.0698085073,28553.8949275362,34320.2504578036,13865.9316695443,-4840.79695756815,-1560.6165175535,24230.4758802909,296087.589768744,21384.6869015853,25924.284060587,126973.147242714,-7539.88403181081,54132.2998351907,12305.0772641658,587231.606092712,2188736.57891226,171374.047036049,108118.547820855,-3616.19693402396,-27082.1739392037,4523.30935750536,-696.643096321875,36771.5072986972,418179.956220897,12978.113770732,2434.21746978496,-4715.58885313661,-161978.044053785,-46362.3494480197,-140889.011392769,-2946.42150630461,2315.80268665306,443773.585360749,-1109.7556375242,101.773308742741,24125.798723382,14648.5499267514,873337.18622142,4759.90425364935,7522.69227750746,585714.443114634,17044.2701695181,-8285.31381782033,-188295.526487208,13623.3340788992,1232.0595275467,-17310.1924998692,48621.864673259,223165.84187464,12589.5510123999,84917.3948882959,-1953.80935750536,2100.11361377073,9356.91301731806,895378.96807147,433091.269437032,6147.5313399257,78.096740438445,22283.7932820593,-10577.8338565374,-5045.97314654947,9501.31734944802,746327.114097735,173522.146954952,473678.587623607,362440.655954063,24038.4387982002,-14650.9371501073,25155.3783419662,10007.8029744153,269852.390990425,69113.0379846178,25762.6385313661,32050.2262988542,240169.719013237,-1121.66458693036,68375.2071495841,177380.100245906,8967.05102548004,-6661.70319939308,39649.0312876053
"OTU_247733",2469.84065819076,205.357099879663,5303.90643802647,4148.36405849422,30930.4235337205,1761.91892952441,1587.15520849683,744.219026317166,31646.7576780202,-6325.71829383142,5142.48243342228,17494.3529011667,16480.4281117564,818.866334432062,290.060103071208,8652.3033798985,17708.4676529064,-632.921833307173,-344.369002772982,1595.27163448961,-119.425273374143,12781.8494218595,8667.87440485533,8810.91699366923,4788.32528907027,70425.8611808717,-2409.78665044734,1066.10106995239,156.654227489144,5415.39675875059,43658.1854496939,-473.37258672108,21014.9251687333,1851.39664102967,2934.59245016481,1815.27197457228,702.130277821378,-1012.81222204782,-418.438405797101,5020.69017161095,899.759731596296,3063.76556532203,2234.68411552347,2128.3603829854,8100.0631245749,2319.19036781248,1642.21833307173,14255.5073771778,4206.16521477528,4768.29574111861,314.681041699367,29982.6027965259,-33280.3560796317,23982.9619630618,48405.3966671899,1531.87186731544,2387.8275388479,247.165803379899,2745.72083137132,-496.263773347983,28855.8627112437,5828.92123162246,1661.58260084759,4632.63968241511,14713.1152749438,20216.2132056715,33422.8877334798,1491.95700570292,503.322267566578,-1109.7556375242,3237.44875215822,-127.26827290326,1996.78679432847,808.625804426307,198063.460001046,2692.85377753362,319.951786742008,-15112.1164129127,7007.06537435253,2889.68500497044,46901.3233008947,4995.57637471878,3750.12556898446,4846.2217862188,10627.4526631089,-234.620781666928,868.650695861456,2087.39891696751,1279.9573850259,2759.90095746351,78.2913069638466,-47569.9181839586,6275.93573745618,7467.30773557265,6372.95699262282,3424.99458483755,705.913095798671,2.48970595929472,4021.40159838853,8999.78895254539,-3679.88607230681,-6987.00260294041,-1024.43624758018,3763.13764191911,607.165816460001,2144.01470203526,3976.88238371789,71097.0609009575,-819.648001360331,3295.87129179093,378.692225187045,-10403.1987129179,1277.74508188144,-935.049338146811,8001.20084497462,1598.45975252446,1376.43879820018,1780.17295819599
"OTU_248474",1266.11451629781,8780.92633286245,-9139.4820540993,-6026.24114477058,41004.6053209857,3440.70828755297,-6248.30271281327,1338.19433108356,-21751.8103777534,13781.6740046042,290.250889446973,-26316.1477528384,11273.4762596139,41588.438523518,4342.74448019672,4373.00550672317,45481.2428321038,2798.32272537017,28806.744009313,-389.560900957464,12182.6322005965,8774.25120336943,-15562.8753597028,-1255.33504682677,-1494.2397321195,196127.812339769,32631.7527729817,-286.025113796892,6477.26402186993,21990.203447915,-68220.3400172657,1744.39003557788,-35340.6460001046,1949.10594883064,-2051.06719248679,-2640.33761052687,63159.5716920421,28722.6708261393,78273.9094202899,-3913.98678909643,9915.72538324701,425.07351017632,-505.029547951656,4136.65956417098,123250.118937372,3539.72160309737,1985.8162245592,-1337.72097525245,-1491.97181237901,-14206.7663501282,7385.75395019097,347365.215259248,65815.7290456757,-69068.3911212264,-102885.672304191,4631.13692251347,-4779.5318108094,1795.13524826035,1797.37893057082,-35.2407262072935,-118005.068722859,-2339.79609428138,-1688.04224873123,-634.367877884163,96239.2313216136,-46251.0338643855,-35630.1652016952,4711.35050750798,6080.44740490765,101.773308742741,-127.26827290326,48046.4666195783,15773.9396614869,15079.7870166902,194549.575681473,-880.710171087741,3660.79495631246,223925.428844242,5220.62033694344,11598.5243420708,258681.306048239,16818.9537095171,-2475.56740176843,17113.017985141,-2503.33992570502,129922.531156804,5884.498469628,57109.1732982787,1861.29228797154,466.295649557893,2258.56963846597,254079.497370899,59049.6861560195,6337.46079893266,-4418.54116308272,1366.97518704547,11624.2985664208,18958.4001726574,-6281.04872338199,-5744.47092293204,18434.1066420761,133225.818422016,86785.1437634071,7246.9445534453,27453.1392376916,702.016729451159,-403.347603725213,128324.0204442,25595.2834981426,-208.306728404751,14319.4547690054,265553.171545545,1061.84055354994,1975.46998116465,15642.9859781301,-2281.10156699629,-158.612201119657,3891.65080050228
"OTU_248759",4951.62256056088,4353.63957777429,2487.49849578821,-380.430583895778,298580.513904149,15311.7282739497,-2248.72355203265,181.613731491655,59377.1994454037,30097.858669492,3787.61154711453,10814.4122979124,40182.701917543,23109.5439622247,2317.14236383613,46998.2758593627,72399.4725448648,3617.34930413854,11496.7636163868,2818.772576257,10257.5761000366,27059.3386830953,6123.90331188197,11715.9865144143,5345.42667294512,382065.240987809,12482.224362999,752.441440380893,2198.96907863758,26402.6411473866,19396.2953879558,2209.05678072516,-44.7781614607859,2894.77614712499,2311.15532621776,-2189.57072411448,55942.6389368493,15458.5702401507,44195.2608695652,10134.1597865327,17905.0960602731,1393.36823104693,919.251713493434,597.540849160257,64204.8247135458,2663.91546329723,14696.4815962957,12453.8141709831,1171.475383247,-3971.73187097787,1148.65311568043,291742.369656778,123524.616752995,82500.7209621723,166426.790430597,5327.13013394025,-431.189151362947,2165.26052948255,14246.4761026526,896.740621566473,22568.8229477319,6283.73884267253,1286.06020771203,-246.001517291896,58206.1502642181,3015.53348506252,21158.2821901324,7045.63018626066,6426.78055511955,24125.798723382,1996.78679432847,15773.9396614869,33212.0534714592,8360.73994140114,498553.327238006,2635.72775074557,3824.50889446973,96981.1994192435,12251.505990687,8091.74459791765,400433.96431748,14751.5013210904,696.183853921415,13564.5083189452,8065.63231831738,111484.444514205,8382.86327368807,60485.5912729556,1314.19961544499,379.382920002093,3322.76374718778,167383.917935437,59676.1227960027,298.262753099984,1522.78608800293,3584.61216187935,8713.91624810339,8357.90119290535,2772.75098100769,69456.2499738398,14707.7045204834,100666.886765552,36387.9392560038,10054.5619081254,11852.5720190446,5647.6396300947,8132.91194474965,367908.367864804,24728.7383587087,1275.667346832,11090.5274158949,164164.509993198,2396.09369277455,4546.88021242087,38680.277298174,3086.66618270287,1926.69975932611,8269.98227646105
"OTU_255669",1735.63728875634,2989.62029770313,421.069259142992,-251.175364934861,24127.8207371946,2485.27491759535,83.329029979595,1462.94472348663,43883.9579867106,15853.5805995919,1622.02623868571,-927.909433369958,26131.8050933919,12459.7552843614,2226.69948464396,18170.1823758698,43995.1037644535,1180.81206508659,10641.7218254591,876.025885522943,3570.53578716057,23049.1586878041,12929.1352221001,14076.3353215089,4851.63804740229,103324.045544917,9886.73397687438,508.962041542406,5768.19263067022,9486.23359755141,664.949563124575,1349.88467273583,-2119.72366975357,1776.29578035892,743.932676712185,-244.475814890389,21347.5406398786,3243.122704442,39087.652173913,933.599866582954,6880.15424056925,-194.494493276827,-298.380722544865,4629.78504159473,91547.9017684299,2235.60975514048,1554.3213781196,15586.8145633862,-805.159407209753,8087.32564223304,6564.8013132423,236969.065727515,77770.733296709,-10140.0054674829,23682.7666640506,3024.26022864019,-1608.67754931199,1070.6057657092,3958.42845183906,568.826113116727,11022.6103568252,3173.06050855439,537.731923298279,-1817.88319468425,40289.0359441218,-16175.2145790823,2509.14828912259,1993.05192800712,3974.6966331816,14648.5499267514,808.625804426307,15079.7870166902,8360.73994140114,15810.3564851148,348469.261588971,2149.41589494062,2183.17222571025,125515.763223984,3824.43399780254,7113.20178674201,124417.80740857,11038.6905901742,918.430126092189,6736.31860513786,8690.21856851358,43284.3720242767,3471.17768011301,24684.0887484958,982.318147334275,858.567676450583,1536.13404489091,73100.1054125464,92785.4155156176,-98.3394025009156,-294.788586302517,5577.61040914561,3236.17365144143,7955.71451368179,167.187660231256,82064.8523387223,8005.74920211374,56076.0093915136,52507.9058755821,7289.15599330299,9591.83033798985,4829.35764924397,9721.45764662795,117806.673756082,5595.11681839586,3762.33557003087,4294.50264218071,85221.6964631403,800.129663056558,2574.60176319782,33225.9160649819,2164.37152723277,793.09948725998,5949.76564380265
"OTU_332405",362530.157811437,6945.46749594517,826906.456063936,384187.284989274,14439947.6617616,706744.810495474,253842.46677654,98744.9356851358,11405999.1886151,-714314.472440224,410745.40178151,2053716.90683043,7033343.45196986,554490.379636896,62542.632017475,3326815.05969759,8069093.59608643,-98755.9973447392,164306.754774237,182748.128956731,508011.694553445,3459183.5796055,2525166.21600481,2686505.52771674,1410907.46744362,11478608.5976037,164063.399884895,70836.8646601789,101066.65174227,855981.368257207,7430499.11857113,-71976.34566787,2126420.65541778,213040.694945848,305943.644626694,147269.698071993,605395.08292785,458423.704899806,1184009.71014493,1140245.35691676,331758.369342856,200439.684534087,118407.580704233,72021.7896850311,2804982.88710563,284084.615575786,660130.70533145,2660327.67123162,224926.633024643,56984.7054230105,-22186.9812823733,22155100.5973814,-6301519.54275886,1734132.04787318,8063383.35382985,276591.079618584,572918.254656516,149637.637262596,948809.36607283,-144021.262936221,3174935.15499922,344070.429969131,222485.051247842,213080.486148171,2576468.72563177,5109140.41189243,4522698.58588395,311631.517252655,163525.263080103,873337.18622142,198063.460001046,194549.575681473,498553.327238006,348469.261588971,93753531.8598336,293635.416038822,269894.194893528,768098.502406739,1199378.40620258,389445.696528541,17255740.3379114,691956.345550149,243071.338879297,725072.399034688,1792304.8671454,4175764.3419662,215110.434285565,730445.554086224,129391.66708523,112901.146314027,101646.218424632,-1441982.77324334,4011710.94600534,392208.037435254,364746.852665725,487455.0892717,229509.216318736,145832.422984356,428279.432088108,4367069.71234239,-827627.440590174,594392.881258829,916936.211191336,545043.647543557,1815.46851619317,342329.843535813,669882.661133783,13489418.6826898,359076.550332235,163947.895764663,562590.736919897,5485941.63883221,235943.213140271,-51447.6878433527,1621869.79753309,634720.232681944,171512.662245592,193877.441675823
"OTU_361804",3378.22102757286,715.026304086224,9355.41616962277,4523.75693245435,46335.3652749438,2520.40677810914,1818.27345262387,542.102325642233,51745.7699994768,-1766.79181708785,3198.28994663318,19990.2266912573,22922.2054099304,821.116007429498,46.3765630722545,19403.5227855386,28016.0857923926,-295.508711348297,-696.072973892115,1672.49394391252,617.642285355517,19088.5497828703,14137.5237534662,15472.0103202009,7369.90989117355,81347.5777088892,-2175.25610840789,1199.54643436405,491.427274629833,5755.56431486423,61375.58163292,-157.748691989745,25537.5799194266,1818.79799089625,2720.57337937529,2615.04714068958,-496.108721812379,-4748.0508292785,-2063.94202898551,6040.02384502695,2105.28423062837,2185.61008214304,1577.00532360174,2043.22673049757,17396.4259796997,1633.59452990111,2775.09798304819,20979.870794747,3913.8131638152,9626.38503897871,229.55251661173,56934.4126641553,-19264.848597813,26540.1373803171,91722.887367237,2338.16584262021,3981.30277821378,612.032464814524,4818.45407575995,-323.123672369591,50914.4203552556,7978.6088526134,2281.46847695286,2341.34634803537,21336.3857583843,19555.3954376602,34554.3309265945,1701.85454925967,1221.52714121279,4759.90425364935,2692.85377753362,-880.710171087741,2635.72775074557,2149.41589494062,293635.416038822,4644.64652330874,842.500418563282,-20988.1160205096,8768.92031601528,3216.27962643227,79393.4107675404,8016.92154554492,4057.54629048292,8185.45363103647,13077.2861926438,8212.43639146131,2103.20204834406,2946.87083398734,901.536375765186,1976.07044943232,560.813647778999,-52898.325132109,27557.4089755664,3541.3803955423,6279.6776147125,5268.00272066133,224.859912101711,-31.6098074608905,5329.90690891017,40354.8349945064,-3556.55226808978,-6046.98533720504,5531.34637419557,4898.25542824256,2070.37244283995,2839.99399623293,7803.77991419453,144022.300005232,-1577.5107780045,3894.35173703762,1322.51996023649,-13660.9352927327,1155.40739287396,-203.49856118872,21944.3770731963,2772.7571809763,1478.68847119761,2775.40261863653
"OTU_370058",805.892376916235,602.385195939936,3121.50272066133,216.854693140794,60110.7895019097,3070.8485585727,866.513694867368,427.350847590645,40344.3537252132,3551.11085386909,919.565478993355,2589.32419034165,20327.0936142939,5807.72275414639,775.327447287187,11634.61479098,46131.8139617015,738.901611468634,2980.65382200596,562.141081986083,4817.52609480458,10513.5423402919,7357.61082770889,11153.3390100978,4666.65817768011,56856.9011144247,4347.4194004081,432.601096112593,477.920577617328,5033.53831162036,11261.8967979909,499.176097420604,641.868610369905,857.333804217025,539.944645006017,-19.7431591063674,10720.7152461675,7126.36460785853,4986.07246376812,3253.0857269921,1296.85763616387,580.976011091927,165.556100559828,-447.520418040077,5665.2238136347,892.215220007325,2941.54910270497,7624.40154606812,266.748273426464,-1389.63332548527,463.860709987966,131549.679040444,-17449.1647308115,3463.93909904254,19474.7858525611,1462.78025427719,1241.12853816774,1374.69110029823,3144.64363260608,-62.1338879296814,-3594.25188353477,371.831711400617,562.784675351855,-422.682794433108,18093.3568251975,10525.5200910375,4581.82438654319,1479.96072045205,1039.8849997384,7522.69227750746,319.951786742008,3660.79495631246,3824.50889446973,2183.17222571025,269894.194893528,842.500418563282,2691.82417726155,18010.8051587924,3496.62895673102,1469.17212106943,86083.0525035316,4965.7551404803,255.085674671689,3152.498469628,4892.42794171506,40942.7949693926,2275.38318160414,8743.25258986031,185.359624339455,131.486998378067,898.284335269189,56635.3065583634,7651.41280803642,-56.8401742269659,689.629623816251,1765.04555799717,1428.40771987652,2245.37622298959,794.971603097368,16127.038390101,1810.43140794224,24144.9197404908,9616.54036519646,2901.62627531,1903.90987809344,-1113.22781614608,985.152239313556,80310.0823130853,5694.07634855857,306.436639983257,5669.01355098624,51589.1357060639,654.496795374876,665.3788520902,916.256958614556,2431.61057918694,167.722754146393,756.703133992571
"OTU_370431",-49830.0405090776,46824.7282739497,-35453.6381912834,-36034.172709674,-556596.94128342,-14255.5816590802,44597.367223879,63762.050384555,-643284.536205724,784692.025637001,41948.2128132685,-229227.780215037,-6293.28136608591,171284.054700989,95708.4327159525,-395530.313189975,771364.576322398,69751.1239732119,238337.221158374,8020.09265944645,94250.3712394705,-44152.6050855439,204857.609428138,598.165149374771,26556.1539920473,-127321.841966201,343006.577159525,-9119.50287762256,114695.614529378,-24102.6867577042,-1402513.25918223,56180.3367734003,-367402.778580024,16488.1874117093,-36989.3972296343,-20047.2990634647,182473.925221054,463392.726246534,749176.423913043,14043.7497776383,64603.9478888715,-24498.0475854131,-18445.3096583477,85954.0366635274,1812138.78434835,75743.6503165385,-18301.1310364673,207662.471132214,-48868.2487704704,-39401.1396300947,86900.8705462251,2129627.22548789,3997542.16177471,-432681.687856433,-1631459.04227489,32862.8165646419,-89432.0592005441,4764.32241144771,-62460.2074111861,56323.4118793491,-887787.702545388,-38348.0694422644,-14901.4564563386,-36968.6833437974,111332.947588029,-434732.036375765,-795741.097054361,-37858.064419505,11850.5052582012,585714.443114634,-15112.1164129127,223925.428844242,96981.1994192435,125515.763223984,768098.502406739,-20988.1160205096,18010.8051587924,4731155.71406896,-4707.45782974939,89684.2324465024,119985.088434573,239226.824896667,-22823.3326400879,-96373.232276461,150649.183121436,958165.731151572,46681.147582797,368133.64670643,14143.3007769581,11678.3724559201,18122.7560168472,2942396.70588081,583281.341076754,6711.59978810234,-65452.5365327264,32626.6212133103,103460.388452885,135279.120807827,-76408.7150107257,949725.627086276,404708.421375504,1653916.67990373,1306305.17042066,53767.0872835243,159386.229307278,-1312.04039135667,-73180.1659995814,728042.673651441,227512.524407471,38708.340684351,99097.3027128133,1812748.31898446,-14971.2210929734,112712.913566682,39994.9941662743,-29952.0800633077,-19316.3221106053,123204.94515513
